merchant_id,merchant_reference_record_count,merchant_name,merchant_category,business_type,merchant_status,mcc,city,state,declared_avg_ticket_size,merchant_status_values,merchant_category_values,merchant_status_count,merchant_category_count,invalid_mcc_records,suspended_reference_records,merchant_reference_inconsistency_flag
MCH2350,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1029.975,ACTIVE,CLOTHS | RESTAURANT,1,2,0,0,True
MCH2353,1,sood-vasa,GROCERY_STORE,SOLE_PROPRIETOR,ACTIVE,5411,MUMBAI,MAHARASHTRA,2728.11,ACTIVE,GROCERY_STORE,1,1,0,0,False
MCH2354,1,"TOOR, NAGI AND DARA",MEDICAL,SOLE_PROPRIETOR,ACTIVE,5912,PUNE,MAHARASHTRA,1954.79,ACTIVE,MEDICAL,1,1,0,0,False
MCH2356,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,,MULTIPLE_VALUES,MULTIPLE_VALUES,2368.795,ACTIVE,CHEMIST | HOTEL_LODGING,1,2,2,0,True
MCH2357,1,SHAN LTD,RETAIL_OTHER,INDIVIDUAL,ACTIVE,5999,JALANDHAR,PUNJAB,945.26,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH2360,1,Bhakta-Nazareth,STATIONERY,PRIVATE_LIMITED,INACTIVE,5942,JPR,RAJASTHAN,755.69,INACTIVE,STATIONERY,1,1,0,0,False
MCH2368,1,Chadha-Barman,PHARMACY,INDIVIDUAL,SUSPENDED,05912,JALANDHAR,PUNJAB,3326.29,SUSPENDED,PHARMACY,1,1,1,1,False
MCH2370,1,Mutti-Sarma,FASHION,INDIVIDUAL,ACTIVE,5699,DELHI,DELHI,6053.56,ACTIVE,FASHION,1,1,0,0,False
MCH2376,1,"Lata, Krishnamurthy and Lal",RETAIL,PARTNERSHIP,ACTIVE,05311,JALANDHAR,PUNJAB,113.0,ACTIVE,RETAIL,1,1,1,0,False
MCH2378,1,"Rau, Pradhan and Bansa1",KIRANA,INDIVIDUAL,ACTIVE,5411,LKO,UTTAR_PRADESH,6158.0,ACTIVE,KIRANA,1,1,0,0,False
MCH2382,1,Parsa-Mandal,TELECOM,INDIVIDUAL,SUSPENDED,4814,JALANDHAR,PUNJAB,16892.62,SUSPENDED,TELECOM,1,1,0,1,False
MCH2383,1,Dewan-Misra,MOBILE_RECHARGE,SOLE_PROPRIETOR,ACTIVE,4814,LDH,PUNJAB,923.06,ACTIVE,MOBILE_RECHARGE,1,1,0,0,False
MCH2384,5,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,4909.55,ACTIVE | SUSPENDED,CHEMIST | FASHION | MISC_RETAIL | TELECOM,2,4,3,1,True
MCH2387,1,Dar-Dass,CHEMIST,PARTNERSHIP,ACTIVE,5912,LUCKNOW,UTTAR_PRADESH,1022.15,ACTIVE,CHEMIST,1,1,0,0,False
MCH2390,1,Bandi-Sidhu,RETAIL,SOLE_PROPRIETOR,ACTIVE,5311,JPR,RAJASTHAN,1091.1,ACTIVE,RETAIL,1,1,0,0,False
MCH2392,1,Shetty and Sons,GROCERY_STORES,INDIVIDUAL,ACTIVE,,AMRITSAR,PUNJAB,655.01,ACTIVE,GROCERY_STORES,1,1,1,0,False
MCH2394,1,RAJAGOPALAN LLC,EATING_PLACE,PARTNERSHIP,ACTIVE,5812,CALCUTTA,WEST_BENGAL,2001.35,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH2395,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,941.52,ACTIVE,BUS_TAXI | MISC_RETAIL,1,2,0,0,True
MCH2398,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,5311,MULTIPLE_VALUES,MULTIPLE_VALUES,2014.2199999999998,ACTIVE,DEPARTMENT_STORE | DEPT_STORE,1,2,0,0,True
MCH2402,1,Dhillon Group,PHARMACY,INDIVIDUAL,ACTIVE,5912,MUMBAY,MAHARASHTRA,1477.89,ACTIVE,PHARMACY,1,1,0,0,False
MCH2403,1,Chana-Yohannan,GROCERIES,PARTNERSHIP,ACTIVE,05411,KOLKATA,WEST_BENGAL,574.13,ACTIVE,GROCERIES,1,1,1,0,False
MCH2404,1,Mutti-Seshadri,GROCERY_STORE,INDIVIDUAL,ACTIVE,5411,LUDHIANA,PUNJAB,233.4,ACTIVE,GROCERY_STORE,1,1,0,0,False
MCH2407,1,CHAUDHRY PLC,PHARMACY,PRIVATE_LIMITED,ACTIVE,,PUNE,MAHARASHTRA,5215.07,ACTIVE,PHARMACY,1,1,1,0,False
MCH2408,1,"Kumar, Din and Sule",MISC_RETAIL,SOLE_PROPRIETOR,ACTIVE,5999,BENGALURU,KARNATAKA,,ACTIVE,MISC_RETAIL,1,1,0,0,False
MCH2411,1,SARAF-GOLA,TRANSPORT,INDIVIDUAL,ACTIVE,4131,JPR,RAJASTHAN,2300.71,ACTIVE,TRANSPORT,1,1,0,0,False
MCH2412,1,Nadig Inc,BOOKS_STATIONERY,INDIVIDUAL,ACTIVE,5942,HYDERABAD,TELANGANA,144.12,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH2416,1,"Gokhale, Dua and Murty",KIRANA,SOLE_PROPRIETOR,ACTIVE,5411,NEW_DELHI,DELHI,4341.41,ACTIVE,KIRANA,1,1,0,0,False
MCH2417,1,"Reddy, Patel and Manda",PHARMACY,INDIVIDUAL,ACTIVE,5912,BENGALURU,KARNATAKA,1553.29,ACTIVE,PHARMACY,1,1,0,0,False
MCH2418,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,523.42,ACTIVE | INACTIVE,GROCERIES | STATIONERY | TRANSPORT,2,3,1,0,True
MCH2419,1,Suri Ltd,MISC_RETAIL,INDIVIDUAL,ACTIVE,5999,MUMBAI,MAHARASHTRA,,ACTIVE,MISC_RETAIL,1,1,0,0,False
MCH2421,1,Chanda PLC,TRANSPORT,PARTNERSHIP,ACTIVE,4131,LUCKNOW,UTTAR_PRADESH,146.0,ACTIVE,TRANSPORT,1,1,0,0,False
MCH2422,2,SAMPATH-BALASUBRAMANIAN,PHONE_SERVICE,PRIVATE_LIMITED,MULTIPLE_VALUES,,BANGALORE,KARNATAKA,2352.58,ACTIVE | SUSPENDED,PHONE_SERVICE,2,1,2,1,True
MCH2423,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1987.3899999999999,ACTIVE | INACTIVE,HOTEL_LODGING | TRAVEL,2,2,0,0,True
MCH2424,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,750.67,ACTIVE,CHEMIST | MISCELLANEOUS,1,2,0,0,True
MCH2425,1,SURI-KURIAN,GROCERY,PARTNERSHIP,ACTIVE,05411,LUDHIANA,PUNJAB,1800.35,ACTIVE,GROCERY,1,1,1,0,False
MCH2428,1,Suresh-Varma,TELECOM,PRIVATE_LIMITED,ACTIVE,4814,HYD,TELANGANA,949.0,ACTIVE,TELECOM,1,1,0,0,False
MCH2430,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,827.43,ACTIVE | INACTIVE,MISC_RETAIL | TELECOM,2,2,0,0,True
MCH2432,1,Parmar-Parmer,TRANSPORTATION,INDIVIDUAL,ACTIVE,4131,CALCUTTA,WEST_BENGAL,2557.63,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH2435,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1647.0900000000001,ACTIVE,BOOK_STORE | FASHION,1,2,1,0,True
MCH2436,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2269.535,ACTIVE,MISC_RETAIL | TRANSPORTATION,1,2,0,0,True
MCH2438,1,Saxena-Sagar,MISC_RETAIL,SOLE_PROPRIETOR,ACTIVE,5999,AMRITSAR,PUNJAB,1010.25,ACTIVE,MISC_RETAIL,1,1,0,0,False
MCH2440,1,Hans-Master,HOTEL_LODGING,SOLE_PROPRIETOR,ACTIVE,7011,LDH,PUNJAB,1395.0,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH2441,1,bhatnagar plc,PHONE_SERVICE,INDIVIDUAL,ACTIVE,4814,JAIPUR,RAJASTHAN,1789.0,ACTIVE,PHONE_SERVICE,1,1,0,0,False
MCH2442,1,Gole PLC,EATING_PLACE,PARTNERSHIP,ACTIVE,5812,MUMBAI,MAHARASHTRA,625.13,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH2444,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,563.27,ACTIVE,BUS_TAXI | MISC_RETAIL,1,2,0,0,True
MCH2445,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,5311,JPR,RAJASTHAN,3475.9750000000004,ACTIVE | INACTIVE,DEPT_STORE | RETAIL_OTHER,2,2,1,0,True
MCH2447,1,anand llc,TRANSPORT,SOLE_PROPRIETOR,INACTIVE,4131,JPR,RAJASTHAN,1803.52,INACTIVE,TRANSPORT,1,1,0,0,False
MCH2448,1,shan ltd,APPAREL,PRIVATE_LIMITED,ACTIVE,5699,DELHI,DELHI,331.32,ACTIVE,APPAREL,1,1,0,0,False
MCH2450,1,bail plc,EATING_PLACE,PRIVATE_LIMITED,ACTIVE,5812,HYDERABAD,TELANGANA,3923.0,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH2451,1,"HALDER, KANNAN AND DIXIT",HOTEL,PRIVATE_LIMITED,INACTIVE,7011,KOLKATA,WEST_BENGAL,610.7,INACTIVE,HOTEL,1,1,0,0,False
MCH2459,1,Gala and Sons,TRANSPORT,SOLE_PROPRIETOR,ACTIVE,4131,JAIPUR,RAJASTHAN,789.05,ACTIVE,TRANSPORT,1,1,0,0,False
MCH2463,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,3148.855,ACTIVE,HOSPITALITY | TRANSPORT,1,2,0,0,True
MCH2470,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,MULTIPLE_VALUES,,MULTIPLE_VALUES,MULTIPLE_VALUES,294.69,ACTIVE | SUSPENDED,CHEMIST | RETAIL_OTHER,2,2,2,1,True
MCH2471,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1891.6,ACTIVE,BOOKS_STATIONERY | HOTEL,1,2,0,0,True
MCH2473,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1658.2350000000001,ACTIVE,BOOKS | GROCERY_STORES,1,2,0,0,True
MCH2474,1,"Setty, Reddy and Singh",MEDICAL_STORE,SOLE_PROPRIETOR,ACTIVE,MISC,KOLKATA,WEST_BENGAL,3043.1,ACTIVE,MEDICAL_STORE,1,1,1,0,False
MCH2475,1,Bains-Sahota,KIRANA,INDIVIDUAL,ACTIVE,5411,BANGALORE,KARNATAKA,,ACTIVE,KIRANA,1,1,0,0,False
MCH2476,1,Choudhary-Borah,HOSPITALITY,PRIVATE_LIMITED,ACTIVE,7011,KOLKATA,WEST_BENGAL,1108.38,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH2478,1,"Bala, Sane and Som",CLOTHS,SOLE_PROPRIETOR,ACTIVE,05699,HYDERABAD,TELANGANA,911.53,ACTIVE,CLOTHS,1,1,1,0,False
MCH2480,1,Banik-Nagar,EATING_PLACE,PRIVATE_LIMITED,ACTIVE,5812,JPR,RAJASTHAN,3594.0,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH2486,1,"Mohanty, Iyer and Sharma",HOTEL_LODGING,INDIVIDUAL,ACTIVE,7011,CHENNAI,TAMIL_NADU,2266.0,ACTIVE,HOTEL_LODGING,1,1,0,0,False
MCH2487,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1637.57,ACTIVE | INACTIVE,FOOD | HOTEL,2,2,1,0,True
MCH2492,4,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2662.9,ACTIVE | INACTIVE,CLOTHS | FOOD | RESTAURANTS | TRAVEL,2,4,0,0,True
MCH2493,1,"Tella, Lata and Tripathi",TELECOM,INDIVIDUAL,ACTIVE,4814,JAIPUR,RAJASTHAN,,ACTIVE,TELECOM,1,1,0,0,False
MCH2494,1,Sane Ltd,CLOTHING,PARTNERSHIP,ACTIVE,5699,AMRITSAR,PUNJAB,582.0,ACTIVE,CLOTHING,1,1,0,0,False
MCH2495,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5699,MULTIPLE_VALUES,MULTIPLE_VALUES,951.715,ACTIVE,APPAREL | BOOKS,1,2,1,0,True
MCH2498,1,Peri-Sachdeva,HOSPITALITY,INDIVIDUAL,ACTIVE,7011,LUCKNOW,UTTAR_PRADESH,1576.69,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH2501,1,ravel inc,PHARMACIES,PARTNERSHIP,ACTIVE,,LUDHIANA,PUNJAB,2494.94,ACTIVE,PHARMACIES,1,1,1,0,False
MCH2503,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1656.27,ACTIVE,FASHION | MOBILE_RECHARGE | TELECOM,1,3,0,0,True
MCH2504,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,INACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MAHARASHTRA,1689.96,INACTIVE,PHARMACY | RETAIL_OTHER,1,2,0,0,True
MCH2506,1,"Sarna, Vora and Seth",TRANSPORTATION,INDIVIDUAL,ACTIVE,4131,JAIPUR,RAJASTHAN,222.33,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH2510,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,670.605,ACTIVE,CHEMIST | KIRANA,1,2,0,0,True
MCH2513,1,BhallaInc,GARMENTS,PARTNERSHIP,ACTIVE,,AMRITSAR,PUNJAB,5544.37,ACTIVE,GARMENTS,1,1,1,0,False
MCH2514,1,"Dua, Peri and Sani",MOBILE_RECHARGE,SOLE_PROPRIETOR,ACTIVE,UNKNOWN,KOLKATA,WEST_BENGAL,937.87,ACTIVE,MOBILE_RECHARGE,1,1,1,0,False
MCH2516,1,Ben-Varghese,GROCERY_STORE,SOLE_PROPRIETOR,SUSPENDED,,CHENNAI,TAMIL_NADU,398.68,SUSPENDED,GROCERY_STORE,1,1,1,1,False
MCH2522,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,702.03,ACTIVE | INACTIVE,MISCELLANEOUS | RETAIL,2,2,0,0,True
MCH2523,1,Sarma Inc,RETAIL_OTHER,INDIVIDUAL,ACTIVE,5999,KOLKATA,WEST_BENGAL,2146.62,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH2525,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,801.62,ACTIVE,FASHION | MEDICAL_STORE,1,2,1,0,True
MCH2528,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,PUNJAB,830.85,ACTIVE,MISCELLANEOUS | TRANSPORT,1,2,0,0,True
MCH2529,1,Sheth-Pal,BOOKS_STATIONERY,INDIVIDUAL,ACTIVE,5942,LUCKNOW,UTTAR_PRADESH,1398.37,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH2530,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1482.88,ACTIVE,BOOKS | RETAIL_OTHER,1,2,0,0,True
MCH2532,1,Chad Inc,RETAIL_OTHER,PARTNERSHIP,INACTIVE,05999,JPR,RAJASTHAN,351.38,INACTIVE,RETAIL_OTHER,1,1,1,0,False
MCH2533,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5912,MULTIPLE_VALUES,MULTIPLE_VALUES,2439.28,ACTIVE,GROCERY | MEDICAL | TRANSPORT,1,3,2,0,True
MCH2534,1,Shetty-Sundaram,GROCERIES,PRIVATE_LIMITED,ACTIVE,5411,PUNE,MAHARASHTRA,709.87,ACTIVE,GROCERIES,1,1,0,0,False
MCH2535,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MUMBAI,MAHARASHTRA,1488.0500000000002,ACTIVE,BOOKS | GARMENTS,1,2,0,0,True
MCH2536,1,Divan-Radhakrishnan,TRANSPRT,PRIVATE_LIMITED,ACTIVE,4131,POONA,MAHARASHTRA,,ACTIVE,TRANSPRT,1,1,0,0,False
MCH2542,1,Thakur Group,GROCERY_STORE,SOLE_PROPRIETOR,INACTIVE,5411,KOLKATA,WEST_BENGAL,3711.74,INACTIVE,GROCERY_STORE,1,1,0,0,False
MCH2546,1,Kant Group,MEDICAL_STORE,SOLE_PROPRIETOR,ACTIVE,UNKNOWN,AMRITSAR,PUNJAB,4120.12,ACTIVE,MEDICAL_STORE,1,1,1,0,False
MCH2548,1,ANNE LLC,RESTAURANT,PARTNERSHIP,ACTIVE,05812,KOLKATA,WEST_BENGAL,2367.01,ACTIVE,RESTAURANT,1,1,1,0,False
MCH2550,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1481.27,ACTIVE,BUS_TAXI | MISCELLANEOUS | TELECOM,1,3,1,0,True
MCH2551,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5699,MULTIPLE_VALUES,MULTIPLE_VALUES,5663.5,ACTIVE,FASHION | FOOD_SERVICES,1,2,1,0,True
MCH2552,2,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,2501.9700000000003,ACTIVE,PHONE_SERVICE | STATIONERY,1,2,0,0,True
MCH2556,1,"ZACHARIAH, MANNE AND BEDI",BOOKS_STATIONERY,PARTNERSHIP,ACTIVE,5942,CALCUTTA,WEST_BENGAL,1248.82,ACTIVE,BOOKS_STATIONERY,1,1,0,0,False
MCH2559,1,"Sastry, Dhar and Kibe",HOTEL,PARTNERSHIP,ACTIVE,07011,PUNE,MAHARASHTRA,1827.84,ACTIVE,HOTEL,1,1,1,0,False
MCH2564,1,Bumb and Sons,HOTELS,PRIVATE_LIMITED,ACTIVE,7011,HYD,TELANGANA,1155.71,ACTIVE,HOTELS,1,1,0,0,False
MCH2566,1,Oommen Inc,RETAIL_OTHER,PRIVATE_LIMITED,ACTIVE,5999,NEW_DELHI,DELHI,2200.23,ACTIVE,RETAIL_OTHER,1,1,0,0,False
MCH2567,1,"Magar, Hora and Khare",TRANSPORTATION,SOLE_PROPRIETOR,ACTIVE,4131,DELHI,DELHI,572.7,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH2568,1,"Dhaliwal, Bhat and Sarin",KIRANA,PARTNERSHIP,ACTIVE,5411,MUMBAI,MAHARASHTRA,803.0,ACTIVE,KIRANA,1,1,0,0,False
MCH2571,1,Deep-Chakraborty,RESTAURANTS,PARTNERSHIP,SUSPENDED,5812,DELHI,DELHI,3828.75,SUSPENDED,RESTAURANTS,1,1,0,1,False
MCH2574,1,Bala and Sons,FASHION,INDIVIDUAL,SUSPENDED,5699,DELHI,DELHI,197.23,SUSPENDED,FASHION,1,1,0,1,False
MCH2575,1,Rast0gi-Verma,PHARMACY,INDIVIDUAL,ACTIVE,5912,PUNE,MAHARASHTRA,549.08,ACTIVE,PHARMACY,1,1,0,0,False
MCH2576,1,"Shan,SemandPau",DEPARTMENT_STORES,PARTNERSHIP,ACTIVE,05311,HYDERABAD,TELANGANA,472.21,ACTIVE,DEPARTMENT_STORES,1,1,1,0,False
MCH2577,1,Dua Inc,RESTAURANTS,SOLE_PROPRIETOR,ACTIVE,05812,BLR,KARNATAKA,23536.65,ACTIVE,RESTAURANTS,1,1,1,0,False
MCH2579,1,More Inc,BOOK_STORE,PARTNERSHIP,ACTIVE,,JAIPUR,RAJASTHAN,4068.74,ACTIVE,BOOK_STORE,1,1,1,0,False
MCH2580,1,Rajag0pa1an-S0man,EATING_PLACE,PRIVATE_LIMITED,ACTIVE,5812,JPR,RAJASTHAN,7864.69,ACTIVE,EATING_PLACE,1,1,0,0,False
MCH2582,1,Lal PLC,CHEMIST,SOLE_PROPRIETOR,ACTIVE,5912,DILLI,DELHI,1344.48,ACTIVE,CHEMIST,1,1,0,0,False
MCH2583,1,Gole-Prabhakar,TELECOM,PRIVATE_LIMITED,ACTIVE,4814,BANGALORE,KARNATAKA,323.0,ACTIVE,TELECOM,1,1,0,0,False
MCH2585,1,ROY LLC,GROCERY,SOLE_PROPRIETOR,ACTIVE,MISC,JPR,RAJASTHAN,2233.97,ACTIVE,GROCERY,1,1,1,0,False
MCH2588,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,476.485,ACTIVE,APPAREL | PHARMACY,1,2,0,0,True
MCH2589,1,Dhawan-Thaker,DEPARTMENT_STORE,SOLE_PROPRIETOR,INACTIVE,5311,HYDERABAD,TELANGANA,,INACTIVE,DEPARTMENT_STORE,1,1,0,0,False
MCH2590,1,Goyal Group,HOSPITALITY,INDIVIDUAL,ACTIVE,7011,DELHI,DELHI,531.43,ACTIVE,HOSPITALITY,1,1,0,0,False
MCH2591,1,"Deol, Palla and Goel",GROCERY,INDIVIDUAL,ACTIVE,MISC,HYDERABAD,TELANGANA,468.59,ACTIVE,GROCERY,1,1,1,0,False
MCH2592,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,5999,MULTIPLE_VALUES,MULTIPLE_VALUES,2658.585,ACTIVE,MISCELLANEOUS | TRANSPORT,1,2,1,0,True
MCH2593,1,Gour Inc,MISCELLANEOUS,SOLE_PROPRIETOR,ACTIVE,5999,JALANDHAR,PUNJAB,1307.82,ACTIVE,MISCELLANEOUS,1,1,0,0,False
MCH2596,1,Vasa PLC,TRANSPORT,SOLE_PROPRIETOR,ACTIVE,4131,HYDERABAD,TELANGANA,,ACTIVE,TRANSPORT,1,1,0,0,False
MCH2598,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,,MULTIPLE_VALUES,MULTIPLE_VALUES,328.875,ACTIVE,CLOTHING | HOSPITALITY,1,2,2,0,True
MCH2600,1,Prabhakar and Sons,FASHION,PARTNERSHIP,ACTIVE,5699,KOLKATA,WEST_BENGAL,,ACTIVE,FASHION,1,1,0,0,False
MCH2601,1,"Mangal, Lalla and Desai",TRANSPORTATION,PRIVATE_LIMITED,ACTIVE,4131,LUDHIANA,PUNJAB,1601.46,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH2604,1,Sharaf-Kaur,TRANSPORTATION,PRIVATE_LIMITED,ACTIVE,4131,LUCKNOW,UTTAR_PRADESH,1813.01,ACTIVE,TRANSPORTATION,1,1,0,0,False
MCH2605,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1353.4099999999999,ACTIVE | INACTIVE,EATING_PLACE | FASHION,2,2,1,0,True
MCH2607,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,5812,MULTIPLE_VALUES,TELANGANA,2482.91,ACTIVE | INACTIVE,CLOTHS | FOOD,2,2,1,0,True
MCH2608,1,"Loyal, Ghosh and Gaba",OTHER,INDIVIDUAL,ACTIVE,05999,HYD,TELANGANA,869.47,ACTIVE,OTHER,1,1,1,0,False
MCH2610,2,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,DELHI,1284.93,ACTIVE,DEPT_STORE | PHARMACY,1,2,0,0,True
MCH2612,1,Vala Ltd,HOTELS,SOLE_PROPRIETOR,ACTIVE,7011,LUCKNOW,UTTAR_PRADESH,,ACTIVE,HOTELS,1,1,0,0,False
MCH2613,1,"Grewal, Gade and Bhattacharyya",MOBILE_RECHARGE,PRIVATE_LIMITED,SUSPENDED,4814,KOLKATA,WEST_BENGAL,1066.15,SUSPENDED,MOBILE_RECHARGE,1,1,0,1,False
MCH2617,1,Mander-Parmar,MOBILE_RECHARGE,PRIVATE_LIMITED,ACTIVE,04814,KOLKATA,WEST_BENGAL,5191.58,ACTIVE,MOBILE_RECHARGE,1,1,1,0,False
MCH2618,1,"Loyal, Nadkarni and Mangal",BOOKS,PARTNERSHIP,ACTIVE,5942,BANGALORE,KARNATAKA,816.0,ACTIVE,BOOKS,1,1,0,0,False
MCH2623,3,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1338.2849999999999,ACTIVE,BOOKS_STATIONERY | BUS_TAXI | KIRANA,1,3,0,0,True
MCH2624,1,Pandya Group,DEPARTMENT_STORE,INDIVIDUAL,SUSPENDED,5311,BOMBAY,MAHARASHTRA,606.95,SUSPENDED,DEPARTMENT_STORE,1,1,0,1,False
MCH2627,2,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,838.1899999999999,ACTIVE,GARMENTS | RETAIL,1,2,0,0,True
MCH2628,1,Muni PLC,DEPT_STORE,INDIVIDUAL,ACTIVE,,PUNE,MAHARASHTRA,,ACTIVE,DEPT_STORE,1,1,1,0,False
