user_id,kyc_record_count,kyc_status_values,kyc_status_count,risk_segment_values,risk_segment_count,rejected_kyc_records,high_risk_kyc_records,pending_kyc_records,median_monthly_income,city_values,occupation_values,invalid_pan_records,invalid_aadhaar_records,latest_kyc_status,latest_risk_segment,latest_signup_timestamp,profile_inconsistency_flag
USR19478,1,VERIFIED,1,MEDIUM,1,0,0,0,43556.0,LUDHIANA,RETIRED,0,1,VERIFIED,MEDIUM,2024-10-31 00:00:00,False
USR19484,1,VERIFIED,1,LOW,1,0,0,0,70774.0,HYDERABAD,FREELANCER,0,1,VERIFIED,LOW,,False
USR19485,1,PENDING,1,MEDIUM,1,0,0,1,57193.0,BENGALURU,FREELANCER,0,0,PENDING,MEDIUM,2026-01-25 13:40:22,False
USR19487,1,VERIFIED,1,LOW,1,0,0,0,23567.0,POONA,FREELANCER,0,0,VERIFIED,LOW,2026-02-21 08:46:00,False
USR19488,1,PENDING,1,LOW,1,0,0,1,,JAIPUR,UNEMPLOYED,0,1,PENDING,LOW,2024-03-11 16:08:14,False
USR19498,1,VERIFIED,1,HIGH,1,0,1,0,32539.0,DILLI,RETIRED,0,0,VERIFIED,HIGH,,False
USR19499,1,VERIFIED,1,HIGH,1,0,1,0,137132.0,PUNE,FARMER,1,0,VERIFIED,HIGH,2025-04-14 00:00:00,False
USR19500,1,VERIFIED,1,LOW,1,0,0,0,24385.0,DELHI,FARMER,0,0,VERIFIED,LOW,2024-10-29 00:00:00,False
USR19501,1,PENDING,1,MEDIUM,1,0,0,1,17194.0,DELHI,STUDENT,1,0,PENDING,MEDIUM,2024-09-16 00:00:00,False
USR19506,2,PENDING | VERIFIED,2,LOW,1,0,0,1,62395.0,CHENNAI | HYD,SELF_EMPLOYED | STUDENT,0,1,PENDING,LOW,2025-12-22 14:24:00,True
USR19507,1,PENDING,1,LOW,1,0,0,1,,KOLKATA,BUSINESS_OWNER,0,1,PENDING,LOW,2025-09-05 00:00:00,False
USR19508,2,VERIFIED,1,LOW,1,0,0,0,14631.0,DILLI | JAIPUR,BUSINESS_OWNER | FREELANCER,0,1,VERIFIED,LOW,2024-09-09 17:50:43,False
USR19516,1,VERIFIED,1,LOW,1,0,0,0,33135.0,JAIPUR,STUDENT,0,0,VERIFIED,LOW,2024-02-09 21:05:45,False
USR19523,1,VERIFIED,1,MEDIUM,1,0,0,0,31870.0,HYDERABAD,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2024-12-30 17:38:50,False
USR19527,1,VERIFIED,1,LOW,1,0,0,0,27364.0,PUNE,BUSINESS_OWNER,0,0,VERIFIED,LOW,2025-06-06 23:08:01,False
USR19528,1,VERIFIED,1,LOW,1,0,0,0,28595.0,JPR,GIG_WORKER,0,0,VERIFIED,LOW,,False
USR19534,1,VERIFIED,1,MEDIUM,1,0,0,0,5112.0,KOLKATA,GIG_WORKER,0,0,VERIFIED,MEDIUM,2024-04-18 00:00:00,False
USR19540,1,PENDING,1,LOW,1,0,0,1,27144.0,POONA,GIG_WORKER,0,0,PENDING,LOW,2025-05-15 21:17:00,False
USR19544,1,VERIFIED,1,LOW,1,0,0,0,55850.0,BLR,STUDENT,0,1,VERIFIED,LOW,2024-06-01 00:00:00,False
USR19546,1,VERIFIED,1,LOW,1,0,0,0,18247.0,BANGALORE,SELF_EMPLOYED,0,1,VERIFIED,LOW,,False
USR19551,1,VERIFIED,1,LOW,1,0,0,0,37650.0,MADRAS,BUSINESS_OWNER,0,0,VERIFIED,LOW,2025-10-29 00:00:00,False
USR19558,2,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,38184.0,JALANDHAR | PUNE,BUSINESS_OWNER | FREELANCER,0,0,VERIFIED,LOW,2025-04-07 00:00:00,True
USR19561,1,VERIFIED,1,LOW,1,0,0,0,26649.0,LUCKNOW,FREELANCER,0,0,VERIFIED,LOW,2025-02-27 05:47:01,False
USR19563,1,VERIFIED,1,MEDIUM,1,0,0,0,55523.0,LDH,SELF_EMPLOYED,0,0,VERIFIED,MEDIUM,2025-09-16 00:00:00,False
USR19568,1,VERIFIED,1,MEDIUM,1,0,0,0,23168.0,JALANDAR,STUDENT,1,0,VERIFIED,MEDIUM,2025-01-08 00:00:00,False
USR19569,2,REJECTED | VERIFIED,2,LOW | MEDIUM,2,1,0,0,20434.0,BENGALURU | LDH,FREELANCER | STUDENT,0,0,REJECTED,MEDIUM,2025-09-25 00:00:00,True
USR19570,1,VERIFIED,1,MEDIUM,1,0,0,0,,LUDHIANA,UNEMPLOYED,0,1,VERIFIED,MEDIUM,2024-10-22 00:00:00,False
USR19571,1,PENDING,1,MEDIUM,1,0,0,1,20186.0,HYD,BUSINESS_OWNER,0,0,PENDING,MEDIUM,2026-01-25 10:55:35,False
USR19575,1,VERIFIED,1,MEDIUM,1,0,0,0,67325.0,LDH,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2024-06-23 17:09:04,False
USR19579,2,PENDING | VERIFIED,2,MEDIUM,1,0,0,1,22556.5,AMRITSAR | JALANDHAR,BUSINESS_OWNER | SELF_EMPLOYED,1,1,VERIFIED,MEDIUM,2025-03-17 00:00:00,True
USR19587,1,PENDING,1,MEDIUM,1,0,0,1,,CHENNAI,UNEMPLOYED,0,0,PENDING,MEDIUM,2024-05-26 00:00:00,False
USR19591,1,VERIFIED,1,LOW,1,0,0,0,36504.0,JAIPUR,UNEMPLOYED,0,0,VERIFIED,LOW,,False
USR19592,1,VERIFIED,1,LOW,1,0,0,0,17990.0,BENGALURU,SALARIED,0,0,VERIFIED,LOW,,False
USR19596,1,VERIFIED,1,LOW,1,0,0,0,,BANGALORE,BUSINESS_OWNER,0,0,VERIFIED,LOW,,False
USR19597,1,PENDING,1,HIGH,1,0,1,1,18.7,JALANDHAR,UNEMPLOYED,0,0,PENDING,HIGH,2024-04-03 00:00:00,False
USR19598,2,VERIFIED,1,HIGH | UNKNOWN,2,0,1,0,49659.5,BENGALURU | KOLKATA,BUSINESS_OWNER | UNEMPLOYED,1,0,VERIFIED,UNKNOWN,2025-11-17 00:00:00,True
USR19599,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,6805.0,CALCUTTA,FREELANCER,0,0,REJECTED,LOW,2025-08-27 00:00:00,True
USR19601,1,VERIFIED,1,LOW,1,0,0,0,26401.0,DILLI,SELF_EMPLOYED,0,0,VERIFIED,LOW,2024-01-22 00:00:00,False
USR19602,1,VERIFIED,1,LOW,1,0,0,0,15871.0,KOLKATA,SALARIED,1,1,VERIFIED,LOW,2025-07-12 04:23:34,False
USR19606,1,VERIFIED,1,UNKNOWN,1,0,0,0,15075.0,JAIPUR,SELF_EMPLOYED,0,1,VERIFIED,UNKNOWN,,False
USR19608,1,VERIFIED,1,LOW,1,0,0,0,19389.0,LUCKNOW,FREELANCER,0,0,VERIFIED,LOW,,False
USR19614,1,VERIFIED,1,MEDIUM,1,0,0,0,19841.0,LKO,SELF_EMPLOYED,1,0,VERIFIED,MEDIUM,2025-03-07 02:58:27,False
USR19623,1,VERIFIED,1,MEDIUM,1,0,0,0,51059.0,AMRITSAR,SELF_EMPLOYED,0,0,VERIFIED,MEDIUM,2025-03-30 00:00:00,False
USR19625,1,VERIFIED,1,LOW,1,0,0,0,,JPR,FREELANCER,0,0,VERIFIED,LOW,2026-03-31 01:09:00,False
USR19626,1,VERIFIED,1,MEDIUM,1,0,0,0,14806.0,KOLKATA,SALARIED,0,0,VERIFIED,MEDIUM,2024-09-14 21:34:43,False
USR19629,1,VERIFIED,1,LOW,1,0,0,0,,POONA,UNEMPLOYED,0,0,VERIFIED,LOW,,False
USR19632,3,REJECTED | VERIFIED,2,HIGH | LOW,2,2,1,0,32118.0,BENGALURU | DELHI,FARMER | FREELANCER,0,1,REJECTED,HIGH,2024-01-14 02:21:15,True
USR19633,1,REJECTED,1,LOW,1,1,0,0,26442.0,LUDHIANA,RETIRED,0,1,REJECTED,LOW,,False
USR19634,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,19761.5,DELHI | HYDERABAD,STUDENT | UNEMPLOYED,0,1,VERIFIED,MEDIUM,2024-06-24 09:06:00,True
USR19643,1,VERIFIED,1,MEDIUM,1,0,0,0,46353.0,BENGALURU,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2024-06-24 07:52:00,False
USR19645,1,VERIFIED,1,LOW,1,0,0,0,28160.0,JAIPUR,RETIRED,0,0,VERIFIED,LOW,2024-09-17 00:00:00,False
USR19648,1,VERIFIED,1,MEDIUM,1,0,0,0,41400.0,DELHI,FREELANCER,0,0,VERIFIED,MEDIUM,,False
USR19650,1,PENDING,1,MEDIUM,1,0,0,1,17428.0,LUCKNOW,FARMER,0,0,PENDING,MEDIUM,,False
USR19651,1,VERIFIED,1,LOW,1,0,0,0,12898.0,AMRITSAR,SELF_EMPLOYED,0,0,VERIFIED,LOW,2026-03-22 00:00:00,False
USR19660,1,VERIFIED,1,LOW,1,0,0,0,43520.0,JALANDAR,UNEMPLOYED,0,0,VERIFIED,LOW,,False
USR19662,1,VERIFIED,1,MEDIUM,1,0,0,0,,HYD,GIG_WORKER,0,0,VERIFIED,MEDIUM,2025-12-19 03:24:02,False
USR19663,1,VERIFIED,1,LOW,1,0,0,0,9284.0,CALCUTTA,SALARIED,0,0,VERIFIED,LOW,,False
USR19666,1,VERIFIED,1,HIGH,1,0,1,0,,AMRITSAR,GIG_WORKER,0,0,VERIFIED,HIGH,2024-12-29 00:00:00,False
USR19667,2,PENDING | VERIFIED,2,LOW,1,0,0,1,19170.0,CHENNAI | KOLKATA,FARMER | RETIRED,0,1,VERIFIED,LOW,2025-03-21 00:00:00,True
USR19673,1,VERIFIED,1,LOW,1,0,0,0,44723.0,DELHI,GIG_WORKER,0,1,VERIFIED,LOW,,False
USR19679,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,18631.0,KOLKATA | MUMBAI,FREELANCER | RETIRED,0,0,VERIFIED,LOW,2025-07-21 00:00:00,True
USR19681,1,VERIFIED,1,HIGH,1,0,1,0,35765.0,JPR,GIG_WORKER,0,0,VERIFIED,HIGH,2025-02-07 00:00:00,False
USR19682,1,VERIFIED,1,LOW,1,0,0,0,34532.0,BENGALURU,BUSINESS_OWNER,0,0,VERIFIED,LOW,,False
USR19683,1,VERIFIED,1,LOW,1,0,0,0,46002.0,AMRITSAR,STUDENT,0,1,VERIFIED,LOW,2025-11-27 00:00:00,False
USR19686,1,VERIFIED,1,MEDIUM,1,0,0,0,40999.0,LDH,SALARIED,0,1,VERIFIED,MEDIUM,2025-07-21 00:00:00,False
USR19688,1,VERIFIED,1,LOW,1,0,0,0,74240.0,JPR,FARMER,0,0,VERIFIED,LOW,2025-03-24 00:00:00,False
USR19697,1,VERIFIED,1,LOW,1,0,0,0,29727.0,ASR,STUDENT,0,1,VERIFIED,LOW,2025-05-29 13:33:00,False
USR19707,2,VERIFIED,1,LOW,1,0,0,0,34555.5,DELHI | LUCKNOW,GIG_WORKER | SELF_EMPLOYED,0,1,VERIFIED,LOW,2025-08-11 00:00:00,False
USR19712,1,VERIFIED,1,HIGH,1,0,1,0,54994.0,LUCKNOW,GIG_WORKER,0,1,VERIFIED,HIGH,2024-11-22 00:00:00,False
USR19714,1,VERIFIED,1,MEDIUM,1,0,0,0,9560.0,DILLI,SELF_EMPLOYED,0,1,VERIFIED,MEDIUM,2024-11-14 00:00:00,False
USR19715,1,VERIFIED,1,UNKNOWN,1,0,0,0,48610.0,POONA,SALARIED,0,0,VERIFIED,UNKNOWN,2024-02-21 17:17:00,False
USR19718,1,VERIFIED,1,MEDIUM,1,0,0,0,,DELHI,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2025-04-21 00:00:00,False
USR19719,1,PENDING,1,MEDIUM,1,0,0,1,24085.0,BLR,SALARIED,0,0,PENDING,MEDIUM,2026-02-15 19:30:00,False
USR19722,1,VERIFIED,1,MEDIUM,1,0,0,0,15240.0,KOLKATA,RETIRED,0,0,VERIFIED,MEDIUM,2025-09-21 00:00:00,False
USR19729,1,VERIFIED,1,MEDIUM,1,0,0,0,81897.0,LKO,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2024-03-26 00:00:00,False
USR19730,1,REJECTED,1,MEDIUM,1,1,0,0,25556.0,BLR,SELF_EMPLOYED,0,0,REJECTED,MEDIUM,,False
USR19746,1,VERIFIED,1,MEDIUM,1,0,0,0,,AMRITSAR,SALARIED,0,0,VERIFIED,MEDIUM,2024-04-14 00:00:00,False
USR19749,1,REJECTED,1,MEDIUM,1,1,0,0,11118.0,LUDHIANA,FREELANCER,0,1,REJECTED,MEDIUM,2025-06-26 01:52:39,False
USR19753,1,VERIFIED,1,MEDIUM,1,0,0,0,18538.0,BLR,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2025-01-17 02:21:54,False
USR19756,2,PENDING | VERIFIED,2,LOW | MEDIUM,2,0,0,1,26794.0,MADRAS | MUMBAI,FARMER | UNEMPLOYED,0,0,VERIFIED,MEDIUM,2025-08-22 03:50:25,True
USR19757,1,VERIFIED,1,LOW,1,0,0,0,30045.0,DELHI,SELF_EMPLOYED,0,0,VERIFIED,LOW,2024-10-01 00:00:00,False
USR19764,1,VERIFIED,1,LOW,1,0,0,0,24529.0,LDH,BUSINESS_OWNER,0,0,VERIFIED,LOW,2025-04-30 00:00:00,False
USR19765,2,VERIFIED,1,LOW,1,0,0,0,18050.0,MUMBAY,UNEMPLOYED,2,0,VERIFIED,LOW,2024-05-14 00:00:00,False
USR19768,1,PENDING,1,LOW,1,0,0,1,,PUNE,FARMER,0,0,PENDING,LOW,2024-04-27 11:18:33,False
USR19770,1,REJECTED,1,MEDIUM,1,1,0,0,47788.0,JAIPUR,SALARIED,0,0,REJECTED,MEDIUM,2025-11-30 00:02:00,False
USR19773,1,VERIFIED,1,MEDIUM,1,0,0,0,18723.0,LUDHIANA,RETIRED,0,0,VERIFIED,MEDIUM,2024-07-31 12:00:00,False
USR19774,1,VERIFIED,1,HIGH,1,0,1,0,28787.0,NEW_DELHI,UNEMPLOYED,1,0,VERIFIED,HIGH,,False
USR19784,1,REJECTED,1,LOW,1,1,0,0,25.3,CHENNAI,UNEMPLOYED,0,0,REJECTED,LOW,2025-12-13 00:00:00,False
USR19786,1,VERIFIED,1,LOW,1,0,0,0,22019.0,POONA,BUSINESS_OWNER,0,1,VERIFIED,LOW,,False
USR19787,1,VERIFIED,1,LOW,1,0,0,0,16769.0,JALANDHAR,FARMER,0,0,VERIFIED,LOW,,False
USR19788,1,VERIFIED,1,MEDIUM,1,0,0,0,,JALANDHAR,FARMER,0,0,VERIFIED,MEDIUM,2025-03-03 00:00:00,False
USR19792,1,REJECTED,1,LOW,1,1,0,0,19216.0,CHENNAI,FARMER,0,0,REJECTED,LOW,2026-02-19 19:11:22,False
USR19795,1,VERIFIED,1,LOW,1,0,0,0,,KOLKATA,SELF_EMPLOYED,0,1,VERIFIED,LOW,2026-02-14 00:00:00,False
USR19796,2,VERIFIED,1,HIGH | MEDIUM,2,0,1,0,37239.0,HYDERABAD | KOLKATA,BUSINESS_OWNER | STUDENT,0,1,VERIFIED,HIGH,2026-01-17 21:19:54,True
USR19799,1,REJECTED,1,LOW,1,1,0,0,37253.0,BANGALORE,STUDENT,1,1,REJECTED,LOW,2024-03-17 00:00:00,False
USR19801,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,21018.5,POONA | PUNE,GIG_WORKER | SALARIED,0,0,VERIFIED,MEDIUM,2025-03-27 00:00:00,True
USR19803,2,REJECTED | VERIFIED,2,MEDIUM,1,1,0,0,44251.0,JPR,FREELANCER,0,0,REJECTED,MEDIUM,2024-08-11 00:00:00,True
USR19804,1,VERIFIED,1,LOW,1,0,0,0,22057.0,HYDERABAD,RETIRED,0,0,VERIFIED,LOW,2024-06-14 15:03:46,False
USR19805,1,VERIFIED,1,LOW,1,0,0,0,40813.0,AMRITSAR,STUDENT,0,0,VERIFIED,LOW,2025-10-15 00:00:00,False
USR19808,1,VERIFIED,1,LOW,1,0,0,0,14928.0,POONA,STUDENT,0,1,VERIFIED,LOW,2025-03-31 00:00:00,False
USR19809,2,PENDING | VERIFIED,2,MEDIUM,1,0,0,1,,AMRITSAR | BANGALORE,GIG_WORKER | RETIRED,0,1,VERIFIED,MEDIUM,2026-03-29 00:00:00,True
USR19819,1,VERIFIED,1,LOW,1,0,0,0,56872.0,LUDHIANA,SELF_EMPLOYED,1,0,VERIFIED,LOW,,False
USR19822,1,VERIFIED,1,MEDIUM,1,0,0,0,,NEW_DELHI,STUDENT,0,0,VERIFIED,MEDIUM,2024-05-22 23:00:12,False
USR19824,1,PENDING,1,MEDIUM,1,0,0,1,24235.0,HYD,FREELANCER,0,0,PENDING,MEDIUM,2025-01-22 18:07:12,False
USR19825,1,VERIFIED,1,LOW,1,0,0,0,45.4,JALANDHAR,GIG_WORKER,1,0,VERIFIED,LOW,2025-05-02 00:00:00,False
USR19834,1,VERIFIED,1,MEDIUM,1,0,0,0,44388.0,KOLKATA,GIG_WORKER,0,1,VERIFIED,MEDIUM,,False
USR19842,2,VERIFIED,1,LOW,1,0,0,0,16624.0,DELHI | JAIPUR,SALARIED,0,1,VERIFIED,LOW,2026-03-21 10:30:03,False
USR19844,2,VERIFIED,1,HIGH | MEDIUM,2,0,1,0,4175.75,AMRITSAR | CHENNAI,SELF_EMPLOYED,1,1,VERIFIED,MEDIUM,2026-03-04 00:00:00,True
USR19849,2,PENDING | VERIFIED,2,MEDIUM,1,0,0,1,14789.5,BENGALURU | JAIPUR,RETIRED | SALARIED,0,1,VERIFIED,MEDIUM,,True
USR19851,1,VERIFIED,1,LOW,1,0,0,0,,CHENNAI,FARMER,0,1,VERIFIED,LOW,,False
USR19854,1,VERIFIED,1,MEDIUM,1,0,0,0,11701.0,MUMBAI,BUSINESS_OWNER,0,0,VERIFIED,MEDIUM,2026-01-25 06:26:17,False
USR19856,1,PENDING,1,LOW,1,0,0,1,10389.0,BENGALURU,SELF_EMPLOYED,0,0,PENDING,LOW,2025-05-29 00:00:00,False
USR19859,1,VERIFIED,1,HIGH,1,0,1,0,41696.0,LUCKNOW,FARMER,0,0,VERIFIED,HIGH,2026-01-29 09:48:00,False
USR19860,1,PENDING,1,MEDIUM,1,0,0,1,95652.0,CHENNAI,SELF_EMPLOYED,0,0,PENDING,MEDIUM,2024-02-24 00:00:00,False
USR19865,1,VERIFIED,1,MEDIUM,1,0,0,0,,JAIPUR,BUSINESS_OWNER,0,1,VERIFIED,MEDIUM,,False
USR19866,1,VERIFIED,1,LOW,1,0,0,0,28466.0,CALCUTTA,SELF_EMPLOYED,0,0,VERIFIED,LOW,,False
USR19869,1,VERIFIED,1,LOW,1,0,0,0,28596.0,BLR,STUDENT,0,0,VERIFIED,LOW,,False
USR19870,1,PENDING,1,LOW,1,0,0,1,45135.0,JALANDHAR,FARMER,0,1,PENDING,LOW,2025-05-28 00:55:36,False
USR19873,1,VERIFIED,1,LOW,1,0,0,0,14647.0,AMRITSAR,SALARIED,0,0,VERIFIED,LOW,2024-10-09 00:00:00,False
USR19876,3,VERIFIED,1,HIGH | MEDIUM,2,0,1,0,25404.0,AMRITSAR | JAIPUR | MADRAS,FARMER | GIG_WORKER | SALARIED,0,1,VERIFIED,HIGH,2025-10-27 00:00:00,True
USR19877,1,REJECTED,1,LOW,1,1,0,0,15612.0,PUNE,STUDENT,0,0,REJECTED,LOW,2026-02-17 00:00:00,False
USR19887,1,VERIFIED,1,LOW,1,0,0,0,12411.0,ASR,GIG_WORKER,0,1,VERIFIED,LOW,2025-10-16 00:00:00,False
USR19889,2,PENDING | VERIFIED,2,LOW | UNKNOWN,2,0,0,1,36281.5,CHENNAI | KOLKATA,STUDENT | UNEMPLOYED,1,0,VERIFIED,LOW,2025-10-12 00:00:00,True
USR19890,1,PENDING,1,MEDIUM,1,0,0,1,,AMRITSAR,BUSINESS_OWNER,0,0,PENDING,MEDIUM,2024-09-19 00:00:00,False
USR19892,1,VERIFIED,1,MEDIUM,1,0,0,0,,JALANDAR,STUDENT,0,1,VERIFIED,MEDIUM,2024-08-18 00:00:00,False
USR19893,1,REJECTED,1,LOW,1,1,0,0,59769.0,BENGALURU,GIG_WORKER,0,0,REJECTED,LOW,2024-10-16 22:48:00,False
USR19909,1,REJECTED,1,LOW,1,1,0,0,,MUMBAI,GIG_WORKER,0,1,REJECTED,LOW,,False
USR19910,1,VERIFIED,1,LOW,1,0,0,0,29811.0,PUNE,GIG_WORKER,1,0,VERIFIED,LOW,,False
USR19911,1,VERIFIED,1,LOW,1,0,0,0,29.2,MUMBAI,GIG_WORKER,0,1,VERIFIED,LOW,2024-12-20 00:00:00,False
USR19913,1,VERIFIED,1,HIGH,1,0,1,0,71426.0,HYDERABAD,SALARIED,0,0,VERIFIED,HIGH,2024-10-10 01:20:14,False
USR19914,1,PENDING,1,MEDIUM,1,0,0,1,17481.0,BENGALURU,BUSINESS_OWNER,0,0,PENDING,MEDIUM,2024-10-10 14:46:27,False
USR19917,1,VERIFIED,1,MEDIUM,1,0,0,0,,JAIPUR,FREELANCER,0,0,VERIFIED,MEDIUM,2025-03-15 00:00:00,False
USR19921,1,VERIFIED,1,LOW,1,0,0,0,,PUNE,SELF_EMPLOYED,1,0,VERIFIED,LOW,2024-10-26 00:00:00,False
USR19922,2,VERIFIED,1,LOW,1,0,0,0,32929.5,CALCUTTA | LDH,FREELANCER | UNEMPLOYED,0,1,VERIFIED,LOW,,False
USR19923,1,VERIFIED,1,LOW,1,0,0,0,54434.0,JALANDAR,SELF_EMPLOYED,0,0,VERIFIED,LOW,2024-01-14 00:00:00,False
USR19924,1,REJECTED,1,LOW,1,1,0,0,21486.0,POONA,SALARIED,0,0,REJECTED,LOW,2024-04-20 12:37:25,False
USR19927,2,VERIFIED,1,MEDIUM,1,0,0,0,41908.0,JAIPUR,RETIRED,0,0,VERIFIED,MEDIUM,2024-11-19 00:00:00,False
USR19929,1,VERIFIED,1,LOW,1,0,0,0,27351.0,HYDERABAD,SALARIED,0,1,VERIFIED,LOW,2025-01-22 13:25:06,False
USR19932,1,VERIFIED,1,LOW,1,0,0,0,42898.0,MUMBAI,SELF_EMPLOYED,0,0,VERIFIED,LOW,,False
USR19933,4,PENDING | REJECTED | VERIFIED,3,LOW | MEDIUM,2,1,0,1,5630.0,AMRITSAR | DILLI,SALARIED,0,2,VERIFIED,MEDIUM,2025-04-16 00:00:00,True
USR19936,1,VERIFIED,1,LOW,1,0,0,0,18687.0,JALANDHAR,GIG_WORKER,0,0,VERIFIED,LOW,2025-01-16 00:00:00,False
USR19938,1,VERIFIED,1,LOW,1,0,0,0,23942.0,HYDERABAD,UNEMPLOYED,0,0,VERIFIED,LOW,2024-02-02 19:43:17,False
USR19945,1,VERIFIED,1,MEDIUM,1,0,0,0,36850.0,MUMBAI,STUDENT,0,1,VERIFIED,MEDIUM,2025-04-24 00:00:00,False
USR19949,1,VERIFIED,1,LOW,1,0,0,0,63392.0,JAIPUR,STUDENT,1,0,VERIFIED,LOW,2025-08-29 00:00:00,False
USR19954,1,VERIFIED,1,HIGH,1,0,1,0,45101.0,PUNE,UNEMPLOYED,0,0,VERIFIED,HIGH,,False
USR19958,1,VERIFIED,1,MEDIUM,1,0,0,0,23320.0,AMRITSAR,STUDENT,0,1,VERIFIED,MEDIUM,2025-08-14 14:13:00,False
USR19961,1,VERIFIED,1,MEDIUM,1,0,0,0,,LUDHIANA,STUDENT,0,1,VERIFIED,MEDIUM,2024-10-25 00:20:30,False
USR19962,1,VERIFIED,1,LOW,1,0,0,0,40204.0,MUMBAY,FARMER,0,0,VERIFIED,LOW,2025-10-15 00:00:00,False
USR19963,1,VERIFIED,1,LOW,1,0,0,0,32077.0,MUMBAI,STUDENT,0,0,VERIFIED,LOW,2024-05-17 05:35:03,False
USR19965,2,VERIFIED,1,LOW | MEDIUM,2,0,0,0,40764.0,AMRITSAR | JALANDAR,SELF_EMPLOYED | STUDENT,0,0,VERIFIED,MEDIUM,2025-06-24 00:00:00,True
USR19970,1,VERIFIED,1,LOW,1,0,0,0,16358.0,JAIPUR,BUSINESS_OWNER,1,0,VERIFIED,LOW,2025-12-28 00:00:00,False
USR19972,1,PENDING,1,MEDIUM,1,0,0,1,20277.0,ASR,SELF_EMPLOYED,0,0,PENDING,MEDIUM,2024-06-08 00:00:00,False
USR19975,2,VERIFIED,1,LOW,1,0,0,0,30300.0,ASR,FREELANCER,0,0,VERIFIED,LOW,2024-07-07 00:00:00,False
USR19976,1,VERIFIED,1,MEDIUM,1,0,0,0,,JAIPUR,UNEMPLOYED,0,0,VERIFIED,MEDIUM,2025-09-14 17:25:41,False
USR19979,3,PENDING | VERIFIED,2,HIGH | LOW | MEDIUM,3,0,1,2,8764.0,BENGALURU | HYDERABAD | LDH,FARMER | GIG_WORKER | UNEMPLOYED,0,2,PENDING,MEDIUM,2026-01-17 00:00:00,True
USR19984,1,PENDING,1,LOW,1,0,0,1,52.3,BENGALURU,SELF_EMPLOYED,0,0,PENDING,LOW,2026-03-13 23:21:26,False
USR19986,1,VERIFIED,1,LOW,1,0,0,0,37160.0,JAIPUR,GIG_WORKER,0,0,VERIFIED,LOW,2025-05-21 00:00:00,False
USR19990,1,PENDING,1,UNKNOWN,1,0,0,1,,DELHI,BUSINESS_OWNER,0,1,PENDING,UNKNOWN,,False
USR19994,1,VERIFIED,1,LOW,1,0,0,0,24282.0,CHENNAI,UNEMPLOYED,0,0,VERIFIED,LOW,2025-02-13 00:00:00,False
USR20000,1,VERIFIED,1,LOW,1,0,0,0,28175.0,MUMBAI,FREELANCER,0,1,VERIFIED,LOW,,False
USR20002,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,45039.0,CHENNAI | DELHI,FREELANCER | RETIRED,0,0,REJECTED,LOW,2024-07-24 00:00:00,True
USR20003,1,VERIFIED,1,MEDIUM,1,0,0,0,53194.0,LUCKNOW,GIG_WORKER,0,0,VERIFIED,MEDIUM,2025-03-05 00:00:00,False
USR20011,1,VERIFIED,1,LOW,1,0,0,0,26205.0,MUMBAI,STUDENT,0,1,VERIFIED,LOW,,False
USR20015,1,VERIFIED,1,LOW,1,0,0,0,20892.0,JAIPUR,FARMER,0,0,VERIFIED,LOW,2024-02-15 16:21:10,False
USR20019,1,VERIFIED,1,HIGH,1,0,1,0,13555.0,JAIPUR,SELF_EMPLOYED,0,0,VERIFIED,HIGH,,False
USR20021,1,REJECTED,1,HIGH,1,1,1,0,54053.0,HYDERABAD,FREELANCER,0,1,REJECTED,HIGH,2024-06-12 03:26:38,False
USR20026,1,VERIFIED,1,LOW,1,0,0,0,,LKO,UNEMPLOYED,0,1,VERIFIED,LOW,2024-12-27 00:00:00,False
USR20033,1,VERIFIED,1,HIGH,1,0,1,0,46600.0,LUCKNOW,GIG_WORKER,0,0,VERIFIED,HIGH,2025-10-30 05:20:49,False
USR20034,1,VERIFIED,1,LOW,1,0,0,0,,JPR,GIG_WORKER,0,0,VERIFIED,LOW,2025-10-21 00:00:00,False
USR20036,1,REJECTED,1,HIGH,1,1,1,0,59902.0,BENGALURU,FARMER,0,1,REJECTED,HIGH,,False
USR20037,1,VERIFIED,1,LOW,1,0,0,0,18375.0,JALANDHAR,UNEMPLOYED,0,0,VERIFIED,LOW,2026-02-24 00:00:00,False
USR20040,1,VERIFIED,1,MEDIUM,1,0,0,0,32727.0,LKO,SELF_EMPLOYED,0,0,VERIFIED,MEDIUM,2025-05-31 00:00:00,False
USR20042,1,VERIFIED,1,LOW,1,0,0,0,26296.0,BOMBAY,BUSINESS_OWNER,0,0,VERIFIED,LOW,,False
USR20043,2,REJECTED | VERIFIED,2,LOW,1,1,0,0,44729.0,PUNE,FREELANCER,0,0,VERIFIED,LOW,,True
