user_id,transaction_count,total_transaction_value,average_transaction_value,unique_merchants,failed_transaction_count,pending_transaction_count,high_value_transaction_count,amount_anomaly_count,chargeback_count,disputed_amount,high_severity_chargeback_count,unauthorized_transaction_count,account_takeover_count,identity_mismatch_count,disconnected_relationship_count,kyc_record_count,kyc_status_values,kyc_status_count,risk_segment_values,risk_segment_count,rejected_kyc_records,high_risk_kyc_records,pending_kyc_records,median_monthly_income,city_values,occupation_values,invalid_pan_records,invalid_aadhaar_records,latest_kyc_status,latest_risk_segment,latest_signup_timestamp,profile_inconsistency_flag,high_transaction_frequency_flag,high_chargeback_activity_flag,risk_signal_count,risk_explanations,investigation_priority
USR80566,1.0,22457.84,22457.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,35770.0,LUCKNOW,SELF_EMPLOYED,1.0,0.0,VERIFIED,LOW,2025-10-25 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR59729,1.0,23043.95,23043.95,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,HYDERABAD,FARMER,0.0,1.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR10975,1.0,2469.62,2469.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR19653,1.0,17712.24,17712.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR32962,1.0,15069.8,15069.8,1.0,0.0,0.0,0.0,0.0,1.0,2740.59,0.0,0.0,0.0,1.0,1.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,43526.0,KOLKATA,UNEMPLOYED,0.0,1.0,VERIFIED,LOW,,False,True,True,4,unusually high transaction frequency; high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
USR81136,1.0,21673.17,21673.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,42988.0,LUCKNOW,GIG_WORKER,0.0,0.0,VERIFIED,MEDIUM,2025-10-22 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR14798,1.0,17527.22,17527.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,10473.0,HYDERABAD,UNEMPLOYED,0.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR78470,1.0,3468.08,3468.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR62756,1.0,4556.72,4556.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR69132,1.0,3604.42,3604.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR27322,1.0,22664.2,22664.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,24862.0,KOLKATA,UNEMPLOYED,0.0,0.0,VERIFIED,LOW,2025-08-17 23:39:27,False,True,False,1,unusually high transaction frequency,WATCH
USR61711,1.0,20756.77,20756.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR33990,1.0,18875.74,18875.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,31858.0,KOLKATA,FARMER,0.0,0.0,VERIFIED,LOW,2025-08-05 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR50302,1.0,12387.99,12387.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR20967,1.0,6446.62,6446.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR39842,1.0,23891.73,23891.73,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,20777.0,LUCKNOW,SALARIED,0.0,1.0,VERIFIED,LOW,2024-11-01 22:46:14,False,True,False,1,unusually high transaction frequency,WATCH
USR59959,2.0,27495.03,13747.515,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,LOW,1.0,0.0,0.0,1.0,14542.0,BOMBAY,SALARIED,0.0,0.0,PENDING,LOW,2024-08-22 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR84121,1.0,19108.5,19108.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR72238,2.0,31652.96,15826.48,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,HIGH,1.0,0.0,1.0,0.0,46686.0,HYDERABAD,FREELANCER,0.0,0.0,VERIFIED,HIGH,2024-11-25 00:00:00,False,True,False,2,unusually high transaction frequency; high-risk KYC segment,WATCH
USR15218,1.0,13196.66,13196.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,20859.0,LUCKNOW | POONA,FARMER | GIG_WORKER,1.0,1.0,VERIFIED,MEDIUM,2025-09-29 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR93015,1.0,10278.44,10278.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR38546,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR94547,1.0,6191.31,6191.31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PENDING | VERIFIED,2.0,LOW | MEDIUM,2.0,0.0,0.0,1.0,68045.0,CHENNAI | PUNE,RETIRED | SALARIED,1.0,0.0,PENDING,LOW,2024-01-18 00:00:00,True,True,False,1,unusually high transaction frequency,WATCH
USR65215,1.0,14187.13,14187.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR21946,1.0,23634.5,23634.5,1.0,1.0,0.0,0.0,0.0,1.0,11540.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,True,5,unusually high transaction frequency; high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; unauthorized-transaction chargeback,ELEVATED_REVIEW
USR88206,1.0,5330.8,5330.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,12943.0,MUMBAI,BUSINESS_OWNER,0.0,0.0,VERIFIED,LOW,2025-01-06 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR57517,1.0,10480.05,10480.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,LOW,1.0,0.0,0.0,1.0,6846.0,DELHI,GIG_WORKER,0.0,0.0,PENDING,LOW,2024-09-27 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR87771,1.0,9401.11,9401.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR99515,1.0,5634.21,5634.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,37539.0,LDH,BUSINESS_OWNER,0.0,0.0,VERIFIED,MEDIUM,,False,True,False,1,unusually high transaction frequency,WATCH
USR16910,1.0,17609.54,17609.54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REJECTED,1.0,MEDIUM,1.0,1.0,0.0,0.0,28600.0,MADRAS,FARMER,0.0,0.0,REJECTED,MEDIUM,2026-02-06 16:09:45,False,True,False,2,unusually high transaction frequency; rejected KYC record,WATCH
USR67423,1.0,21308.0,21308.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR57178,1.0,3971.82,3971.82,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR24888,1.0,3529.43,3529.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR66688,1.0,566.04,566.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,32850.0,JAIPUR | MUMBAY,FREELANCER | SALARIED,1.0,1.0,VERIFIED,LOW,2025-08-24 04:22:58,False,True,False,1,unusually high transaction frequency,WATCH
USR40225,1.0,16295.48,16295.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR81946,1.0,9686.71,9686.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,LOW,1.0,0.0,0.0,1.0,19869.0,KOLKATA,UNEMPLOYED,0.0,0.0,PENDING,LOW,2026-01-18 20:53:00,False,True,False,1,unusually high transaction frequency,WATCH
USR33632,1.0,13674.58,13674.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,19662.0,BENGALURU,SALARIED,0.0,2.0,VERIFIED,MEDIUM,2025-11-21 13:24:46,False,True,False,1,unusually high transaction frequency,WATCH
USR10621,1.0,20542.71,20542.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,,PUNE,STUDENT,0.0,1.0,VERIFIED,MEDIUM,2024-11-19 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR75277,2.0,37555.520000000004,18777.760000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR36205,1.0,4863.88,4863.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR34453,1.0,23725.03,23725.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR84339,1.0,23354.54,23354.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR91625,1.0,2502.16,2502.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR26622,1.0,9594.04,9594.04,1.0,0.0,0.0,0.0,0.0,1.0,2893.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,True,4,unusually high transaction frequency; high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
USR11221,1.0,16.02,16.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR88768,1.0,20842.76,20842.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR14582,1.0,2258.0,2258.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR54780,1.0,20536.5,20536.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,AMRITSAR,STUDENT,0.0,1.0,VERIFIED,LOW,2025-03-14 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR75937,1.0,1183.68,1183.68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,REJECTED | VERIFIED,2.0,UNKNOWN,1.0,1.0,0.0,0.0,17.0,HYD,FREELANCER,0.0,2.0,REJECTED,UNKNOWN,2025-07-21 00:00:00,True,True,False,2,unusually high transaction frequency; rejected KYC record,WATCH
USR11349,1.0,19595.62,19595.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,16813.0,LUCKNOW | PUNE,BUSINESS_OWNER | FARMER,0.0,0.0,VERIFIED,LOW,2025-10-12 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR92621,1.0,9036.79,9036.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR33984,1.0,11010.57,11010.57,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR82519,1.0,14660.83,14660.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,21421.0,CHENNAI,GIG_WORKER,0.0,0.0,VERIFIED,LOW,2025-07-01 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR53715,1.0,492.0,492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR36724,1.0,3536.74,3536.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR92458,2.0,21178.65,10589.325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR62342,2.0,45300.56,22650.28,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR43854,1.0,15780.33,15780.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR82487,2.0,25678.02,12839.01,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,HIGH,1.0,0.0,1.0,0.0,32280.0,PUNE,FARMER,0.0,0.0,VERIFIED,HIGH,2025-03-18 00:00:00,False,True,False,2,unusually high transaction frequency; high-risk KYC segment,WATCH
USR54708,1.0,12477.0,12477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PENDING,1.0,UNKNOWN,1.0,0.0,0.0,1.0,23417.0,JALANDHAR,RETIRED,0.0,0.0,PENDING,UNKNOWN,2024-05-24 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR50582,1.0,22794.33,22794.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR69777,1.0,502.57,502.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,50807.0,BENGALURU,STUDENT,0.0,0.0,VERIFIED,MEDIUM,2025-07-06 07:50:32,False,True,False,1,unusually high transaction frequency,WATCH
USR11710,1.0,6867.57,6867.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR77559,1.0,3699.61,3699.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR37696,1.0,4316.27,4316.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR94153,1.0,9998.99,9998.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR37568,2.0,26796.63,13398.315,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,12035.0,PUNE,BUSINESS_OWNER,0.0,0.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR51564,1.0,18228.65,18228.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR42028,1.0,22233.24,22233.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR21839,1.0,18734.77,18734.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR46647,1.0,5394.42,5394.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR97612,2.0,23559.760000000002,11779.880000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR74677,1.0,24650.17,24650.17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR75269,1.0,18169.51,18169.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR77634,1.0,1179.88,1179.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,40656.0,MADRAS,FARMER,0.0,0.0,VERIFIED,LOW,2026-01-30 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR95459,2.0,44744.66,22372.33,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,58335.0,POONA,GIG_WORKER,1.0,0.0,VERIFIED,LOW,2025-01-16 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR17535,1.0,14787.65,14787.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR53758,1.0,3646.43,3646.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,REJECTED | VERIFIED,2.0,HIGH | MEDIUM,2.0,1.0,1.0,0.0,25570.0,CHENNAI | LUCKNOW,BUSINESS_OWNER | UNEMPLOYED,0.0,0.0,VERIFIED,MEDIUM,2024-08-25 05:02:07,True,True,False,3,unusually high transaction frequency; rejected KYC record; high-risk KYC segment,ELEVATED_REVIEW
USR29843,1.0,9066.64,9066.64,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR97996,1.0,22468.34,22468.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR95344,1.0,8308.53,8308.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR18488,1.0,8142.0,8142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,111636.0,AMRITSAR,BUSINESS_OWNER,0.0,1.0,VERIFIED,LOW,,False,True,False,1,unusually high transaction frequency,WATCH
USR17848,1.0,2923.41,2923.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR15518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,18238.0,MUMBAI,BUSINESS_OWNER,1.0,0.0,VERIFIED,MEDIUM,,False,True,False,1,unusually high transaction frequency,WATCH
USR79624,1.0,19002.33,19002.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR38803,1.0,12941.35,12941.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR55075,1.0,20954.5,20954.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR58506,1.0,19357.65,19357.65,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VERIFIED,1.0,MEDIUM,1.0,0.0,0.0,0.0,20454.0,LUDHIANA | MUMBAI,FARMER | UNEMPLOYED,1.0,0.0,VERIFIED,MEDIUM,2024-10-31 06:10:04,False,True,False,1,unusually high transaction frequency,WATCH
USR38591,1.0,1004.89,1004.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,15050.0,LUDHIANA,FREELANCER,0.0,0.0,VERIFIED,LOW,2024-01-20 00:00:00,False,True,False,1,unusually high transaction frequency,WATCH
USR78391,1.0,655.72,655.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR28928,1.0,6221.0,6221.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR48796,1.0,16082.6,16082.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,HIGH,1.0,0.0,1.0,0.0,22949.0,PUNE,FARMER,0.0,1.0,VERIFIED,HIGH,,False,True,False,2,unusually high transaction frequency; high-risk KYC segment,WATCH
USR58936,1.0,312.46,312.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR14434,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VERIFIED,1.0,LOW,1.0,0.0,0.0,0.0,,POONA,STUDENT,0.0,0.0,VERIFIED,LOW,2024-04-19 00:47:53,False,True,False,1,unusually high transaction frequency,WATCH
USR56741,1.0,12292.37,12292.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
USR97573,1.0,18027.75,18027.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,True,False,1,unusually high transaction frequency,WATCH
