merchant_id,transaction_count,total_transaction_value,average_transaction_value,unique_users,failed_transaction_count,chargeback_count,chargeback_amount,high_severity_chargeback_count,identity_mismatch_count,disconnected_relationship_count,merchant_reference_record_count,merchant_name,merchant_category,business_type,merchant_status,mcc,city,state,declared_avg_ticket_size,merchant_status_values,merchant_category_values,merchant_status_count,merchant_category_count,invalid_mcc_records,suspended_reference_records,merchant_reference_inconsistency_flag,chargeback_records_per_transaction,chargeback_rate_eligible,chargeback_rate_min_volume,ticket_size_variance_ratio,high_chargeback_rate_flag,high_chargeback_activity_flag,risk_signal_count,risk_explanations,investigation_priority
MCH7482,4.0,62145.76,15536.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bail, Verma and Sur",CLOTHING,PRIVATE_LIMITED,ACTIVE,5699,JALANDAR,PUNJAB,249.45,ACTIVE,CLOTHING,1.0,1.0,0.0,0.0,False,0.0,False,,62.282782120665466,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9411,4.0,64949.05,16237.2625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3925,1.0,9232.64,9232.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,,ACTIVE | SUSPENDED,OTHER | PHARMACY,2.0,2.0,0.0,1.0,True,0.0,False,,,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH8680,6.0,88639.53,14773.255,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bhatt-Toor,DEPT_STORE,PRIVATE_LIMITED,ACTIVE,5311,JAIPUR,RAJASTHAN,1399.6,ACTIVE,DEPT_STORE,1.0,1.0,0.0,0.0,False,0.0,True,0.0,10.555340811660475,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9455,2.0,29580.27,14790.135,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1814,4.0,74876.81,18719.2025,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5087,3.0,32740.979999999996,10913.659999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3427,1.0,24761.89,24761.89,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,2,high chargeback activity; disconnected user-merchant relationship,WATCH
MCH9099,4.0,48901.69,12225.4225,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8352,3.0,25315.88,8438.626666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Tailor and Sons,HOTEL,SOLE_PROPRIETOR,ACTIVE,7011,LKO,UTTAR_PRADESH,1393.59,ACTIVE,HOTEL,1.0,1.0,0.0,0.0,False,0.0,False,,6.055315169215241,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2194,1.0,1671.6,1671.6,1.0,0.0,1.0,653.0,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH1182,4.0,56432.15,14108.0375,4.0,0.0,1.0,6746.58,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.25,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH8010,4.0,49295.28,12323.82,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2073,3.0,23901.4,7967.133333333334,3.0,0.0,1.0,3816.43,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.3333333333333333,False,,,False,True,2,high chargeback activity; disconnected user-merchant relationship,WATCH
MCH6495,2.0,27161.68,13580.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4542,1.0,3395.0,3395.0,1.0,0.0,1.0,2332.94,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5877,1.0,23569.0,23569.0,1.0,0.0,1.0,1581.74,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,1.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH8644,2.0,27534.72,13767.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M0re-L0ke,TRANSPORTATION,INDIVIDUAL,ACTIVE,4131,LUDHIANA,PUNJAB,1294.91,ACTIVE,TRANSPORTATION,1.0,1.0,0.0,0.0,False,0.0,False,,10.631904920033053,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6772,6.0,36474.33,6079.055,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,"Sarin,KaleandBava",GROCERIES,INDIVIDUAL,INACTIVE,5411,AMRITSAR,PUNJAB,893.58,INACTIVE,GROCERIES,1.0,1.0,0.0,0.0,False,0.0,True,0.0,6.803033863783881,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5148,3.0,48949.520000000004,16316.506666666668,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bose, Ranganathan and Bose",KIRANA,INDIVIDUAL,ACTIVE,5411,AMRITSAR,PUNJAB,,ACTIVE,KIRANA,1.0,1.0,0.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6829,1.0,19573.0,19573.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Natarajan, Thaker and Aggarwal",MEDICAL_STORE,SOLE_PROPRIETOR,ACTIVE,5912,MUMBAI,MAHARASHTRA,1746.05,ACTIVE,MEDICAL_STORE,1.0,1.0,0.0,0.0,False,0.0,False,,11.209873714956617,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6357,3.0,63158.92,21052.97333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6053,3.0,40250.24,13416.746666666666,3.0,0.0,1.0,186.51,0.0,1.0,1.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1555.0300000000002,ACTIVE,CLOTHS | RETAIL_OTHER,1.0,2.0,1.0,0.0,True,0.3333333333333333,False,,8.62796644866444,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH2704,1.0,10691.62,10691.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sengupta-Sarin,CLOTHS,PRIVATE_LIMITED,ACTIVE,5699,POONA,MAHARASHTRA,2593.67,ACTIVE,CLOTHS,1.0,1.0,0.0,0.0,False,0.0,False,,4.1221975039230125,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9747,1.0,12137.17,12137.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4704,4.0,87843.81,21960.9525,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6871,2.0,21836.35,10918.175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5528,1.0,9825.71,9825.71,1.0,0.0,1.0,3291.51,0.0,1.0,1.0,1.0,"Bhagat, Sathe and Iyengar",GROCERY,SOLE_PROPRIETOR,ACTIVE,05411,PUNE,MAHARASHTRA,668.43,ACTIVE,GROCERY,1.0,1.0,1.0,0.0,False,1.0,False,,14.6996843349341,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH8852,1.0,12726.82,12726.82,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bali-Hora,PHARMACIES,INDIVIDUAL,ACTIVE,UNKNOWN,DILLI,DELHI,2821.74,ACTIVE,PHARMACIES,1.0,1.0,1.0,0.0,False,0.0,False,,4.510273802689121,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3943,2.0,25951.0,12975.5,2.0,1.0,1.0,2157.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.5,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5225,5.0,46956.48,9391.296,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Bera, Guha and Narayan",BOOK_STORE,INDIVIDUAL,ACTIVE,5942,HYD,TELANGANA,,ACTIVE,BOOK_STORE,1.0,1.0,0.0,0.0,False,0.0,True,0.0,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6254,1.0,24731.51,24731.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MURTHY GROUP,TELECOM,PARTNERSHIP,INACTIVE,4814,AMRITSAR,PUNJAB,,INACTIVE,TELECOM,1.0,1.0,0.0,0.0,False,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3619,2.0,22379.58,11189.79,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"MODY, SAMI AND BATTA",RETAIL_OTHER,SOLE_PROPRIETOR,INACTIVE,5999,KOLKATA,WEST_BENGAL,3456.23,INACTIVE,RETAIL_OTHER,1.0,1.0,0.0,0.0,False,0.0,False,,3.2375709949858664,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4228,2.0,36288.38,18144.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"SINGHAL, BHASIN AND KAUL",CLOTHS,PRIVATE_LIMITED,ACTIVE,5699,ASR,PUNJAB,896.57,ACTIVE,CLOTHS,1.0,1.0,0.0,0.0,False,0.0,False,,20.237337854266816,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7355,2.0,35015.05,17507.525,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,PRIVATE_LIMITED,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MAHARASHTRA,2423.725,ACTIVE,DEPT_STORE | MOBILE_RECHARGE,1.0,2.0,0.0,0.0,True,0.0,False,,7.223395806042353,False,False,1,inconsistent merchant-master records,WATCH
MCH4232,4.0,55140.08,13785.02,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,4112.72,ACTIVE | SUSPENDED,GROCERY_STORE | PHARMACIES,2.0,2.0,0.0,1.0,True,0.0,False,,3.3518012410278355,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH5701,4.0,67510.12,16877.53,4.0,1.0,1.0,1895.66,0.0,1.0,1.0,1.0,"Lad, Thakkar and Nazareth",BUS_TAXI,PRIVATE_LIMITED,ACTIVE,4131,CALCUTTA,WEST_BENGAL,1254.73,ACTIVE,BUS_TAXI,1.0,1.0,0.0,0.0,False,0.25,False,,13.451124943214873,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH5908,1.0,6025.41,6025.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5300,4.0,40645.130000000005,10161.282500000001,4.0,0.0,2.0,14161.109999999999,1.0,2.0,2.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.5,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH7847,3.0,38264.67,12754.89,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Ramakrishnan-Misra,GROCERIES,INDIVIDUAL,ACTIVE,5411,MUMBAY,MAHARASHTRA,2108.0,ACTIVE,GROCERIES,1.0,1.0,0.0,0.0,False,0.0,False,,6.050706831119545,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9929,3.0,16314.87,5438.29,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4418,3.0,27028.38,9009.460000000001,3.0,0.0,1.0,6009.85,0.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.3333333333333333,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH6515,2.0,12358.029999999999,6179.014999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6489,1.0,9948.13,9948.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6519,2.0,48921.16,24460.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,978.4,ACTIVE,CLOTHING | CLOTHS,1.0,2.0,2.0,0.0,True,0.0,False,,25.000592804578908,False,False,1,inconsistent merchant-master records,WATCH
MCH5287,6.0,82634.56999999999,13772.428333333331,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,PARTNERSHIP,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,823.34,ACTIVE,FOOD_SERVICES | TRAVEL,1.0,2.0,1.0,0.0,True,0.0,True,0.0,16.727510303560294,False,False,1,inconsistent merchant-master records,WATCH
MCH5599,2.0,5120.04,5120.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Peri-Bhatti,BOOK_STORE,INDIVIDUAL,ACTIVE,05942,MUMBAY,MAHARASHTRA,8103.17,ACTIVE,BOOK_STORE,1.0,1.0,1.0,0.0,False,0.0,False,,0.6318564216226489,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3335,1.0,639.73,639.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Choudhary Ltd,APPAREL,PARTNERSHIP,ACTIVE,5699,LUCKNOW,UTTAR_PRADESH,413.6,ACTIVE,APPAREL,1.0,1.0,0.0,0.0,False,0.0,False,,1.5467359767891682,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3321,2.0,21472.08,10736.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Barad-Trivedi,TRANSPRT,SOLE_PROPRIETOR,ACTIVE,,AMRITSAR,PUNJAB,2096.6,ACTIVE,TRANSPRT,1.0,1.0,1.0,0.0,False,0.0,False,,5.120690641991797,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6936,3.0,46806.12,15602.04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8238,1.0,732.51,732.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Lala, Seth and Tak",CLOTHING,PARTNERSHIP,ACTIVE,5699,JPR,RAJASTHAN,952.06,ACTIVE,CLOTHING,1.0,1.0,0.0,0.0,False,0.0,False,,0.7693947860428965,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9050,3.0,48033.92,16011.306666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,INDIVIDUAL,MULTIPLE_VALUES,MULTIPLE_VALUES,JALANDHAR,PUNJAB,1911.085,ACTIVE | SUSPENDED,BUS_TAXI | HOTELS,2.0,2.0,0.0,1.0,True,0.0,False,,8.378123770877101,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH4831,3.0,43555.69,14518.563333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1887.45,ACTIVE,DEPARTMENT_STORE | GROCERY_STORE,1.0,2.0,0.0,0.0,True,0.0,False,,7.692157849656062,False,False,1,inconsistent merchant-master records,WATCH
MCH4491,3.0,29296.630000000005,9765.543333333335,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2588,1.0,23576.09,23576.09,1.0,0.0,1.0,1232.87,0.0,1.0,1.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,476.485,ACTIVE,APPAREL | PHARMACY,1.0,2.0,0.0,0.0,True,1.0,False,,49.47918612338269,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH9962,2.0,25247.03,12623.515,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1675,2.0,25225.8,12612.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1735.92,ACTIVE | SUSPENDED,DEPARTMENT_STORES | GROCERY_STORES | TRANSPORT,2.0,3.0,2.0,1.0,True,0.0,False,,7.265830222590902,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH7772,3.0,13814.46,6907.23,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Chatterjee, Wason and Nadkarni",DEPT_STORE,PARTNERSHIP,ACTIVE,5311,BOMBAY,MAHARASHTRA,541.48,ACTIVE,DEPT_STORE,1.0,1.0,0.0,0.0,False,0.0,False,,12.756205215335745,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5203,2.0,3709.4,1854.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Goel, Mishra and Ram",TELECOM,SOLE_PROPRIETOR,ACTIVE,4814,BLR,KARNATAKA,3326.82,ACTIVE,TELECOM,1.0,1.0,0.0,0.0,False,0.0,False,,0.5574993537372025,False,False,0,No elevated analytical signals in the available data.,LOW
MCH9289,3.0,43037.97,14345.99,3.0,0.0,1.0,6616.61,0.0,1.0,1.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,ACTIVE,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1822.4950000000001,ACTIVE,HOTEL_LODGING | MISC_RETAIL,1.0,2.0,0.0,0.0,True,0.3333333333333333,False,,7.871621046971321,False,True,4,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship; inconsistent merchant-master records,ELEVATED_REVIEW
MCH2773,3.0,46199.03,15399.676666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3085,2.0,30824.94,15412.47,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,3842.0,ACTIVE | INACTIVE,BUS_TAXI | HOTEL | HOTELS,2.0,3.0,2.0,0.0,True,0.0,False,,4.01157470067673,False,False,1,inconsistent merchant-master records,WATCH
MCH4601,1.0,9228.37,9228.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7678,4.0,43289.409999999996,10822.352499999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH1349,5.0,43776.94,10944.235,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,1183.3,ACTIVE | SUSPENDED,BOOKS_STATIONERY | DEPARTMENT_STORES | PHARMACIES,2.0,3.0,0.0,1.0,True,0.0,True,0.0,9.248909828445873,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH2932,1.0,18785.17,18785.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3713,3.0,43630.05,14543.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH7403,4.0,55160.54,13790.135,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,697.8,ACTIVE | INACTIVE,BOOKS_STATIONERY | BOOK_STORE | DEPARTMENT_STORE,2.0,3.0,0.0,0.0,True,0.0,False,,19.762302952135283,False,False,1,inconsistent merchant-master records,WATCH
MCH3112,2.0,24355.12,12177.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8625,1.0,5743.17,5743.17,1.0,0.0,2.0,2738.74,1.0,2.0,2.0,0.0,,,,,,,,,,,0.0,0.0,,,,2.0,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH4690,5.0,56347.33,11269.466,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,MULTIPLE_VALUES,AMRITSAR,PUNJAB,150.96,INACTIVE | SUSPENDED,DEPARTMENT_STORES | OTHER,2.0,2.0,0.0,1.0,True,0.0,True,0.0,74.6520005299417,False,False,2,inconsistent merchant-master records; suspended merchant-master status,WATCH
MCH5430,2.0,2998.26,1499.13,2.0,0.0,1.0,141.27,0.0,1.0,1.0,1.0,THAKKAR AND SONS,CLOTHS,PRIVATE_LIMITED,INACTIVE,5699,AMRITSAR,PUNJAB,4264.84,INACTIVE,CLOTHS,1.0,1.0,0.0,0.0,False,0.5,False,,0.35150908357640614,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH6625,3.0,12945.01,6472.505,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8458,1.0,20188.87,20188.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5833,2.0,20894.03,10447.015,2.0,0.0,1.0,3278.36,0.0,1.0,1.0,1.0,Deep and Sons,GROCERY,PARTNERSHIP,ACTIVE,5411,JAIPUR,RAJASTHAN,4335.22,ACTIVE,GROCERY,1.0,1.0,0.0,0.0,False,0.5,False,,2.4098004253532688,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH4155,3.0,32917.68,10972.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH2235,2.0,27380.3,13690.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH3347,3.0,46384.71,15461.57,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH4612,2.0,14604.49,7302.245,2.0,0.0,1.0,2150.0,1.0,1.0,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.5,False,,,False,True,3,high chargeback activity; chargeback identity mismatch; disconnected user-merchant relationship,ELEVATED_REVIEW
MCH4137,2.0,25344.18,12672.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
MCH6045,2.0,37079.62,18539.81,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"bajwa, wali and walla",PHARMACY,PRIVATE_LIMITED,ACTIVE,5912,BENGALURU,KARNATAKA,2897.0,ACTIVE,PHARMACY,1.0,1.0,0.0,0.0,False,0.0,False,,6.399658267172938,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5125,3.0,56574.87,18858.29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dave and Sons,FOOD_SERVICES,PRIVATE_LIMITED,ACTIVE,5812,LDH,PUNJAB,838.15,ACTIVE,FOOD_SERVICES,1.0,1.0,0.0,0.0,False,0.0,False,,22.499898586171927,False,False,0,No elevated analytical signals in the available data.,LOW
MCH5028,4.0,23133.09,5783.2725,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Chhabra, Deo and Chakrabarti",HOTELS,PARTNERSHIP,INACTIVE,7011,LUDHIANA,PUNJAB,716.94,INACTIVE,HOTELS,1.0,1.0,0.0,0.0,False,0.0,False,,8.066605992133232,False,False,0,No elevated analytical signals in the available data.,LOW
MCH8488,3.0,38953.31,12984.436666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,False,,,False,False,0,No elevated analytical signals in the available data.,LOW
