node_id,node_type,degree,component_id,component_size,transaction_connected_component,risk_signal_count,investigation_priority
USR18704,USER,1,879,4,True,1,WATCH
USR18707,USER,1,1459,3,True,1,WATCH
MCH4101,MERCHANT,2,1459,3,True,1,WATCH
USR18714,USER,1,1406,5,True,1,WATCH
USR18716,USER,2,1460,8,True,2,WATCH
MCH5134,MERCHANT,4,1460,8,True,0,LOW
MCH9506,MERCHANT,2,1460,8,True,0,LOW
USR18720,USER,1,1461,4,True,1,WATCH
MCH7782,MERCHANT,3,1461,4,True,0,LOW
USR18721,USER,1,779,5,True,1,WATCH
USR18722,USER,1,1462,3,True,4,ELEVATED_REVIEW
MCH2577,MERCHANT,2,1462,3,True,0,LOW
USR18724,USER,1,1463,3,True,5,ELEVATED_REVIEW
MCH5558,MERCHANT,2,1463,3,True,0,LOW
USR18738,USER,1,1464,5,True,1,WATCH
MCH8370,MERCHANT,4,1464,5,True,1,WATCH
USR18739,USER,1,619,8,True,1,WATCH
USR18741,USER,1,1465,3,True,1,WATCH
MCH9403,MERCHANT,2,1465,3,True,0,LOW
USR18749,USER,1,1466,4,True,1,WATCH
MCH9108,MERCHANT,3,1466,4,True,0,LOW
USR18751,USER,1,22,11,True,1,WATCH
USR18752,USER,2,149,11,True,1,WATCH
MCH4135,MERCHANT,5,149,11,True,0,LOW
USR18754,USER,1,1467,4,True,1,WATCH
MCH6853,MERCHANT,3,1467,4,True,0,LOW
USR18757,USER,1,1468,5,True,1,WATCH
MCH6873,MERCHANT,4,1468,5,True,0,LOW
USR18758,USER,1,852,7,True,1,WATCH
USR18766,USER,1,199,13,True,1,WATCH
MCH6342,MERCHANT,6,199,13,True,0,LOW
USR18768,USER,2,1469,11,True,1,WATCH
MCH5685,MERCHANT,2,1469,11,True,0,LOW
MCH7653,MERCHANT,3,1469,11,True,1,WATCH
USR18769,USER,1,245,34,True,1,WATCH
MCH4233,MERCHANT,7,245,34,True,4,ELEVATED_REVIEW
USR18772,USER,1,1470,4,True,1,WATCH
MCH2693,MERCHANT,3,1470,4,True,0,LOW
USR18773,USER,1,1471,4,True,1,WATCH
MCH3745,MERCHANT,3,1471,4,True,0,LOW
USR18776,USER,1,1472,9,True,1,WATCH
MCH5673,MERCHANT,4,1472,9,True,0,LOW
USR18778,USER,1,124,8,True,2,WATCH
MCH5780,MERCHANT,2,124,8,True,1,WATCH
USR18781,USER,1,721,14,True,1,WATCH
MCH6094,MERCHANT,5,721,14,True,0,LOW
USR18784,USER,1,1473,3,True,1,WATCH
MCH9876,MERCHANT,2,1473,3,True,0,LOW
USR18791,USER,1,1474,6,True,1,WATCH
MCH3381,MERCHANT,5,1474,6,True,4,ELEVATED_REVIEW
USR18793,USER,1,1475,4,True,1,WATCH
MCH5807,MERCHANT,3,1475,4,True,0,LOW
USR18796,USER,1,1098,14,True,1,WATCH
MCH1907,MERCHANT,6,1098,14,True,0,LOW
USR18800,USER,1,1476,4,True,1,WATCH
MCH4719,MERCHANT,3,1476,4,True,0,LOW
USR18802,USER,1,1398,23,True,1,WATCH
MCH4284,MERCHANT,4,1398,23,True,2,WATCH
USR18803,USER,1,1477,2,True,1,WATCH
MCH4063,MERCHANT,1,1477,2,True,0,LOW
USR18807,USER,1,1478,5,True,1,WATCH
MCH2311,MERCHANT,3,1478,5,True,0,LOW
USR18812,USER,2,1479,13,True,1,WATCH
MCH4407,MERCHANT,5,1479,13,True,4,ELEVATED_REVIEW
MCH9568,MERCHANT,3,1479,13,True,3,ELEVATED_REVIEW
USR18817,USER,1,357,3,True,1,WATCH
USR18819,USER,1,1480,8,True,1,WATCH
MCH1481,MERCHANT,4,1480,8,True,0,LOW
USR18820,USER,1,1481,2,True,1,WATCH
MCH9744,MERCHANT,1,1481,2,True,2,WATCH
USR18825,USER,1,1482,3,True,1,WATCH
MCH7163,MERCHANT,2,1482,3,True,0,LOW
USR18826,USER,1,1483,9,True,1,WATCH
MCH7156,MERCHANT,5,1483,9,True,2,WATCH
USR18829,USER,1,1484,11,True,1,WATCH
MCH7185,MERCHANT,5,1484,11,True,1,WATCH
USR18831,USER,1,1485,5,True,1,WATCH
MCH7655,MERCHANT,4,1485,5,True,0,LOW
USR18833,USER,1,1486,2,True,1,WATCH
MCH8490,MERCHANT,1,1486,2,True,0,LOW
USR18834,USER,1,1487,7,True,1,WATCH
MCH3269,MERCHANT,4,1487,7,True,0,LOW
USR18850,USER,1,1488,6,True,1,WATCH
MCH3274,MERCHANT,3,1488,6,True,0,LOW
USR18860,USER,1,1437,6,True,1,WATCH
USR18876,USER,1,1489,5,True,1,WATCH
MCH9170,MERCHANT,4,1489,5,True,0,LOW
USR18880,USER,1,1490,2,True,1,WATCH
MCH2466,MERCHANT,1,1490,2,True,0,LOW
USR18886,USER,1,1491,3,True,1,WATCH
MCH5751,MERCHANT,2,1491,3,True,0,LOW
USR18888,USER,1,45,8,True,1,WATCH
USR18889,USER,1,1492,7,True,1,WATCH
MCH2564,MERCHANT,2,1492,7,True,0,LOW
USR18893,USER,1,1493,2,True,1,WATCH
MCH3317,MERCHANT,1,1493,2,True,0,LOW
USR18899,USER,1,1494,5,True,1,WATCH
MCH9370,MERCHANT,4,1494,5,True,0,LOW
USR18905,USER,1,1495,6,True,1,WATCH
MCH8140,MERCHANT,5,1495,6,True,4,ELEVATED_REVIEW
USR18907,USER,1,1496,4,True,1,WATCH
MCH1059,MERCHANT,3,1496,4,True,0,LOW
USR18911,USER,1,1497,2,True,1,WATCH
MCH7384,MERCHANT,1,1497,2,True,1,WATCH
USR18912,USER,1,1109,6,True,1,WATCH
USR18913,USER,1,1498,4,True,1,WATCH
MCH9635,MERCHANT,3,1498,4,True,1,WATCH
USR18926,USER,1,1108,19,True,1,WATCH
MCH6983,MERCHANT,3,1108,19,True,0,LOW
USR18930,USER,1,1499,2,True,1,WATCH
MCH9336,MERCHANT,1,1499,2,True,0,LOW
USR18932,USER,1,742,7,True,1,WATCH
USR18954,USER,1,1500,5,True,1,WATCH
MCH7472,MERCHANT,4,1500,5,True,0,LOW
USR18965,USER,1,1501,3,True,1,WATCH
MCH7289,MERCHANT,2,1501,3,True,1,WATCH
USR18967,USER,1,1502,10,True,1,WATCH
MCH6964,MERCHANT,3,1502,10,True,0,LOW
USR18990,USER,1,1503,4,True,1,WATCH
MCH9352,MERCHANT,3,1503,4,True,1,WATCH
USR18997,USER,2,1504,13,True,1,WATCH
MCH8180,MERCHANT,3,1504,13,True,0,LOW
MCH8793,MERCHANT,3,1504,13,True,2,WATCH
USR19003,USER,1,1325,6,True,1,WATCH
USR19006,USER,1,528,11,True,5,ELEVATED_REVIEW
USR19007,USER,1,1060,6,True,1,WATCH
USR19010,USER,1,1505,3,True,1,WATCH
MCH9324,MERCHANT,2,1505,3,True,0,LOW
USR19015,USER,1,1506,8,True,1,WATCH
MCH1841,MERCHANT,2,1506,8,True,0,LOW
USR19018,USER,1,1507,3,True,1,WATCH
MCH5938,MERCHANT,2,1507,3,True,1,WATCH
USR19023,USER,1,1508,4,True,1,WATCH
MCH5283,MERCHANT,3,1508,4,True,1,WATCH
USR19029,USER,1,1509,9,True,1,WATCH
MCH5562,MERCHANT,3,1509,9,True,0,LOW
USR19040,USER,1,1510,4,True,1,WATCH
MCH9146,MERCHANT,3,1510,4,True,0,LOW
USR19057,USER,1,1400,5,True,1,WATCH
USR19058,USER,1,1511,5,True,1,WATCH
MCH4353,MERCHANT,4,1511,5,True,3,ELEVATED_REVIEW
USR19060,USER,1,1512,4,True,1,WATCH
MCH3962,MERCHANT,3,1512,4,True,0,LOW
USR19065,USER,1,1513,8,True,1,WATCH
MCH5532,MERCHANT,2,1513,8,True,0,LOW
USR19075,USER,2,1457,25,True,1,WATCH
MCH4654,MERCHANT,2,1457,25,True,0,LOW
USR19076,USER,1,1399,5,True,1,WATCH
USR19077,USER,1,1514,4,True,1,WATCH
MCH2233,MERCHANT,3,1514,4,True,0,LOW
USR19078,USER,1,1515,2,True,1,WATCH
MCH2266,MERCHANT,1,1515,2,True,3,ELEVATED_REVIEW
USR19094,USER,2,1516,8,True,1,WATCH
MCH3943,MERCHANT,2,1516,8,True,3,ELEVATED_REVIEW
MCH7497,MERCHANT,3,1516,8,True,0,LOW
USR19101,USER,1,142,7,True,1,WATCH
USR19102,USER,1,1517,4,True,1,WATCH
MCH5547,MERCHANT,3,1517,4,True,2,WATCH
USR19104,USER,1,1518,4,True,1,WATCH
MCH7466,MERCHANT,3,1518,4,True,3,ELEVATED_REVIEW
USR19119,USER,1,1366,11,True,1,WATCH
MCH8289,MERCHANT,6,1366,11,True,0,LOW
USR19121,USER,1,1519,3,True,1,WATCH
MCH1126,MERCHANT,2,1519,3,True,0,LOW
USR19126,USER,1,1520,4,True,1,WATCH
MCH9954,MERCHANT,3,1520,4,True,1,WATCH
USR19132,USER,1,722,3,True,1,WATCH
USR19139,USER,1,1521,3,True,1,WATCH
MCH9633,MERCHANT,2,1521,3,True,0,LOW
USR19140,USER,1,829,8,True,1,WATCH
USR19141,USER,1,1522,4,True,4,ELEVATED_REVIEW
MCH4941,MERCHANT,3,1522,4,True,0,LOW
USR19154,USER,1,1523,3,True,1,WATCH
MCH1732,MERCHANT,2,1523,3,True,1,WATCH
USR19159,USER,1,374,12,True,1,WATCH
MCH1351,MERCHANT,4,374,12,True,3,ELEVATED_REVIEW
USR19171,USER,1,1154,6,True,1,WATCH
USR19178,USER,1,1524,4,True,1,WATCH
MCH6578,MERCHANT,3,1524,4,True,2,WATCH
USR19185,USER,1,1525,5,True,1,WATCH
MCH3923,MERCHANT,4,1525,5,True,3,ELEVATED_REVIEW
USR19193,USER,1,1526,4,True,1,WATCH
MCH3793,MERCHANT,3,1526,4,True,0,LOW
USR19211,USER,1,1527,4,True,1,WATCH
MCH2500,MERCHANT,3,1527,4,True,0,LOW
USR19222,USER,1,1528,3,True,1,WATCH
MCH8655,MERCHANT,2,1528,3,True,0,LOW
USR19225,USER,2,1529,4,True,1,WATCH
MCH4157,MERCHANT,2,1529,4,True,3,ELEVATED_REVIEW
MCH6070,MERCHANT,1,1529,4,True,2,WATCH
USR19227,USER,1,354,17,True,1,WATCH
USR19243,USER,1,1530,4,True,1,WATCH
MCH2209,MERCHANT,3,1530,4,True,3,ELEVATED_REVIEW
USR19244,USER,1,176,10,True,1,WATCH
USR19253,USER,3,1531,13,True,1,WATCH
MCH1397,MERCHANT,1,1531,13,True,4,ELEVATED_REVIEW
MCH4424,MERCHANT,3,1531,13,True,0,LOW
MCH4961,MERCHANT,4,1531,13,True,0,LOW
USR19254,USER,1,1532,5,True,1,WATCH
MCH4124,MERCHANT,4,1532,5,True,1,WATCH
USR19261,USER,1,959,12,True,1,WATCH
MCH2118,MERCHANT,5,959,12,True,5,ELEVATED_REVIEW
USR19269,USER,2,581,7,True,2,WATCH
MCH2748,MERCHANT,3,581,7,True,0,LOW
USR19290,USER,1,764,6,True,5,ELEVATED_REVIEW
USR19294,USER,1,1533,3,True,1,WATCH
MCH9688,MERCHANT,2,1533,3,True,0,LOW
USR19295,USER,1,1534,3,True,1,WATCH
MCH4614,MERCHANT,2,1534,3,True,1,WATCH
USR19302,USER,1,1535,10,True,3,ELEVATED_REVIEW
MCH5316,MERCHANT,4,1535,10,True,1,WATCH
USR19303,USER,1,158,42,True,1,WATCH
MCH7408,MERCHANT,3,158,42,True,3,ELEVATED_REVIEW
USR19306,USER,1,1536,4,True,1,WATCH
MCH2037,MERCHANT,3,1536,4,True,3,ELEVATED_REVIEW
USR19307,USER,1,1537,9,True,1,WATCH
MCH6074,MERCHANT,5,1537,9,True,4,ELEVATED_REVIEW
USR19310,USER,1,1538,10,True,1,WATCH
MCH3111,MERCHANT,5,1538,10,True,0,LOW
USR19311,USER,1,1539,5,True,4,ELEVATED_REVIEW
MCH9187,MERCHANT,4,1539,5,True,0,LOW
USR19321,USER,1,1540,4,True,1,WATCH
MCH7134,MERCHANT,2,1540,4,True,3,ELEVATED_REVIEW
USR19326,USER,1,1068,4,True,1,WATCH
USR19341,USER,1,1232,10,True,1,WATCH
USR19344,USER,2,1541,7,True,1,WATCH
MCH2730,MERCHANT,4,1541,7,True,1,WATCH
MCH9800,MERCHANT,2,1541,7,True,1,WATCH
USR19350,USER,2,414,11,True,1,WATCH
MCH8454,MERCHANT,5,414,11,True,0,LOW
USR19351,USER,1,1542,6,True,4,ELEVATED_REVIEW
MCH4772,MERCHANT,3,1542,6,True,3,ELEVATED_REVIEW
USR19354,USER,1,1543,7,True,1,WATCH
MCH7822,MERCHANT,2,1543,7,True,0,LOW
USR19363,USER,1,1544,4,True,1,WATCH
MCH4493,MERCHANT,3,1544,4,True,0,LOW
USR19365,USER,1,1191,4,True,1,WATCH
USR19366,USER,1,1545,3,True,1,WATCH
MCH3767,MERCHANT,2,1545,3,True,0,LOW
USR19381,USER,1,1546,3,True,1,WATCH
MCH5050,MERCHANT,2,1546,3,True,3,ELEVATED_REVIEW
USR19386,USER,1,1547,3,True,1,WATCH
MCH3508,MERCHANT,2,1547,3,True,0,LOW
USR19387,USER,1,1026,4,True,1,WATCH
USR19392,USER,1,993,29,True,1,WATCH
USR19394,USER,1,1548,5,True,1,WATCH
MCH1663,MERCHANT,2,1548,5,True,0,LOW
USR19395,USER,1,1339,3,True,1,WATCH
USR19402,USER,1,1549,3,True,2,WATCH
MCH6788,MERCHANT,2,1549,3,True,0,LOW
USR19404,USER,1,1550,4,True,1,WATCH
MCH2572,MERCHANT,3,1550,4,True,0,LOW
USR19411,USER,1,1551,20,True,1,WATCH
MCH9043,MERCHANT,6,1551,20,True,0,LOW
USR19429,USER,1,1552,3,True,1,WATCH
MCH4655,MERCHANT,2,1552,3,True,3,ELEVATED_REVIEW
USR19438,USER,1,1553,8,True,1,WATCH
MCH8451,MERCHANT,4,1553,8,True,4,ELEVATED_REVIEW
USR19439,USER,1,391,11,True,1,WATCH
USR19443,USER,1,1554,16,True,1,WATCH
MCH8424,MERCHANT,7,1554,16,True,0,LOW
USR19450,USER,2,1555,12,True,1,WATCH
MCH1366,MERCHANT,3,1555,12,True,3,ELEVATED_REVIEW
MCH3712,MERCHANT,1,1555,12,True,0,LOW
USR19459,USER,1,1556,4,True,1,WATCH
MCH5485,MERCHANT,3,1556,4,True,0,LOW
USR19463,USER,1,702,9,True,1,WATCH
USR19464,USER,1,1557,3,True,1,WATCH
MCH5296,MERCHANT,2,1557,3,True,3,ELEVATED_REVIEW
USR19483,USER,1,505,14,True,1,WATCH
MCH5976,MERCHANT,3,505,14,True,0,LOW
USR19485,USER,1,1558,4,True,1,WATCH
MCH9086,MERCHANT,3,1558,4,True,0,LOW
USR19494,USER,1,1559,4,True,1,WATCH
MCH6963,MERCHANT,3,1559,4,True,0,LOW
USR19499,USER,1,1531,13,True,2,WATCH
USR19501,USER,1,1525,5,True,1,WATCH
USR19508,USER,1,138,14,True,1,WATCH
USR19514,USER,1,1560,6,True,1,WATCH
MCH1684,MERCHANT,5,1560,6,True,0,LOW
USR19516,USER,1,1561,5,True,1,WATCH
MCH1189,MERCHANT,4,1561,5,True,0,LOW
USR19522,USER,1,1562,5,True,1,WATCH
MCH8611,MERCHANT,4,1562,5,True,0,LOW
USR19525,USER,1,1563,4,True,1,WATCH
MCH4454,MERCHANT,3,1563,4,True,1,WATCH
USR19526,USER,1,1564,3,True,1,WATCH
MCH1836,MERCHANT,2,1564,3,True,0,LOW
USR19528,USER,1,1565,8,True,5,ELEVATED_REVIEW
MCH7777,MERCHANT,5,1565,8,True,4,ELEVATED_REVIEW
USR19531,USER,1,281,21,True,1,WATCH
USR19535,USER,2,1566,11,True,1,WATCH
MCH7026,MERCHANT,3,1566,11,True,0,LOW
MCH8535,MERCHANT,4,1566,11,True,0,LOW
USR19538,USER,1,1567,10,True,1,WATCH
MCH2744,MERCHANT,4,1567,10,True,1,WATCH
USR19540,USER,1,1568,4,True,1,WATCH
MCH4816,MERCHANT,3,1568,4,True,0,LOW
USR19542,USER,1,583,7,True,1,WATCH
USR19547,USER,1,1569,2,True,1,WATCH
MCH9867,MERCHANT,1,1569,2,True,4,ELEVATED_REVIEW
USR19550,USER,1,1570,6,True,1,WATCH
MCH6905,MERCHANT,5,1570,6,True,0,LOW
USR19552,USER,1,1571,3,True,1,WATCH
MCH6764,MERCHANT,2,1571,3,True,0,LOW
USR19554,USER,1,353,16,True,1,WATCH
MCH2881,MERCHANT,5,353,16,True,0,LOW
USR19561,USER,1,1572,13,True,1,WATCH
MCH8557,MERCHANT,3,1572,13,True,0,LOW
USR19563,USER,1,846,3,True,1,WATCH
USR19567,USER,1,636,7,True,1,WATCH
USR19571,USER,1,1573,5,True,1,WATCH
MCH3515,MERCHANT,4,1573,5,True,0,LOW
USR19575,USER,1,1574,5,True,1,WATCH
MCH1839,MERCHANT,4,1574,5,True,0,LOW
USR19579,USER,1,1575,5,True,1,WATCH
MCH7519,MERCHANT,4,1575,5,True,0,LOW
USR19587,USER,1,118,11,True,1,WATCH
MCH9639,MERCHANT,2,118,11,True,0,LOW
USR19589,USER,1,1079,5,True,1,WATCH
USR19592,USER,1,1576,3,True,1,WATCH
MCH2080,MERCHANT,2,1576,3,True,0,LOW
USR19596,USER,1,1577,5,True,1,WATCH
MCH6259,MERCHANT,4,1577,5,True,0,LOW
USR19598,USER,1,1578,5,True,2,WATCH
MCH9272,MERCHANT,4,1578,5,True,0,LOW
USR19604,USER,1,1579,6,True,1,WATCH
MCH4460,MERCHANT,5,1579,6,True,0,LOW
USR19606,USER,1,1580,10,True,1,WATCH
MCH9653,MERCHANT,3,1580,10,True,0,LOW
USR19617,USER,1,1581,3,True,1,WATCH
MCH7060,MERCHANT,2,1581,3,True,0,LOW
USR19622,USER,1,1582,3,True,1,WATCH
MCH8493,MERCHANT,2,1582,3,True,0,LOW
USR19624,USER,1,1583,12,True,1,WATCH
MCH9702,MERCHANT,4,1583,12,True,0,LOW
USR19626,USER,1,1584,7,True,1,WATCH
MCH8778,MERCHANT,4,1584,7,True,0,LOW
USR19633,USER,1,1585,2,True,2,WATCH
MCH3592,MERCHANT,1,1585,2,True,0,LOW
USR19653,USER,1,1586,2,True,1,WATCH
MCH2507,MERCHANT,1,1586,2,True,3,ELEVATED_REVIEW
USR19656,USER,1,719,37,True,1,WATCH
MCH2337,MERCHANT,4,719,37,True,0,LOW
USR19658,USER,2,1587,3,True,1,WATCH
MCH7896,MERCHANT,1,1587,3,True,1,WATCH
MCH8883,MERCHANT,1,1587,3,True,3,ELEVATED_REVIEW
USR19667,USER,1,471,4,True,1,WATCH
USR19676,USER,1,1588,4,True,1,WATCH
MCH8805,MERCHANT,3,1588,4,True,3,ELEVATED_REVIEW
USR19680,USER,1,1589,3,True,1,WATCH
MCH5989,MERCHANT,2,1589,3,True,0,LOW
USR19687,USER,1,1590,13,True,1,WATCH
MCH9501,MERCHANT,6,1590,13,True,0,LOW
USR19689,USER,1,1379,13,True,1,WATCH
MCH1401,MERCHANT,6,1379,13,True,3,ELEVATED_REVIEW
USR19690,USER,1,1591,7,True,1,WATCH
MCH3559,MERCHANT,6,1591,7,True,2,WATCH
USR19696,USER,1,1592,2,True,1,WATCH
MCH5138,MERCHANT,1,1592,2,True,0,LOW
USR19697,USER,1,247,4,True,1,WATCH
USR19702,USER,1,1593,4,True,1,WATCH
MCH4746,MERCHANT,3,1593,4,True,0,LOW
USR19708,USER,1,1487,7,True,1,WATCH
USR19721,USER,1,1594,5,True,1,WATCH
MCH4555,MERCHANT,4,1594,5,True,0,LOW
USR19722,USER,1,147,29,True,1,WATCH
USR19724,USER,1,1595,3,True,1,WATCH
MCH3413,MERCHANT,2,1595,3,True,0,LOW
USR19743,USER,1,1178,12,True,1,WATCH
USR19749,USER,1,763,14,True,2,WATCH
USR19751,USER,1,198,9,True,1,WATCH
USR19753,USER,1,1596,3,True,1,WATCH
MCH1306,MERCHANT,2,1596,3,True,0,LOW
USR19755,USER,1,1597,3,True,1,WATCH
MCH3956,MERCHANT,2,1597,3,True,0,LOW
USR19758,USER,1,1598,4,True,1,WATCH
MCH4296,MERCHANT,3,1598,4,True,0,LOW
USR19766,USER,1,1599,2,True,1,WATCH
MCH6776,MERCHANT,1,1599,2,True,1,WATCH
USR19769,USER,1,660,8,True,1,WATCH
USR19777,USER,1,1600,4,True,1,WATCH
MCH7136,MERCHANT,3,1600,4,True,0,LOW
USR19781,USER,2,736,11,True,1,WATCH
MCH9219,MERCHANT,3,736,11,True,0,LOW
USR19784,USER,1,86,6,True,2,WATCH
USR19789,USER,1,1601,11,True,1,WATCH
MCH3193,MERCHANT,3,1601,11,True,0,LOW
USR19813,USER,2,1602,6,True,1,WATCH
MCH4766,MERCHANT,2,1602,6,True,0,LOW
MCH6122,MERCHANT,3,1602,6,True,1,WATCH
USR19823,USER,1,1603,6,True,1,WATCH
MCH8527,MERCHANT,3,1603,6,True,1,WATCH
USR19831,USER,1,1604,3,True,1,WATCH
MCH4596,MERCHANT,2,1604,3,True,0,LOW
USR19837,USER,4,954,20,True,1,WATCH
MCH1991,MERCHANT,3,954,20,True,0,LOW
MCH5051,MERCHANT,4,954,20,True,3,ELEVATED_REVIEW
MCH8851,MERCHANT,4,954,20,True,1,WATCH
USR19838,USER,1,136,38,True,1,WATCH
MCH8913,MERCHANT,4,136,38,True,3,ELEVATED_REVIEW
USR19841,USER,1,1605,14,True,1,WATCH
MCH4968,MERCHANT,4,1605,14,True,0,LOW
USR19843,USER,1,1606,8,True,1,WATCH
MCH7785,MERCHANT,5,1606,8,True,0,LOW
USR19845,USER,1,731,65,True,1,WATCH
MCH1954,MERCHANT,2,731,65,True,0,LOW
USR19853,USER,1,1607,5,True,1,WATCH
MCH7671,MERCHANT,4,1607,5,True,0,LOW
USR19863,USER,1,1608,3,True,1,WATCH
MCH1571,MERCHANT,2,1608,3,True,0,LOW
USR19864,USER,1,1609,2,True,1,WATCH
MCH1224,MERCHANT,1,1609,2,True,0,LOW
USR19865,USER,1,751,38,True,1,WATCH
MCH2789,MERCHANT,6,751,38,True,0,LOW
USR19867,USER,1,1610,5,True,1,WATCH
MCH8429,MERCHANT,3,1610,5,True,0,LOW
USR19875,USER,1,1611,6,True,1,WATCH
MCH1937,MERCHANT,4,1611,6,True,0,LOW
USR19877,USER,1,259,14,True,2,WATCH
MCH4669,MERCHANT,3,259,14,True,1,WATCH
USR19881,USER,1,1612,2,True,4,ELEVATED_REVIEW
MCH7217,MERCHANT,1,1612,2,True,0,LOW
USR19884,USER,1,1613,8,True,1,WATCH
MCH8715,MERCHANT,4,1613,8,True,0,LOW
USR19887,USER,1,1407,6,True,1,WATCH
USR19891,USER,1,1614,4,True,1,WATCH
MCH6498,MERCHANT,3,1614,4,True,5,ELEVATED_REVIEW
USR19898,USER,2,136,38,True,1,WATCH
MCH7225,MERCHANT,3,136,38,True,0,LOW
USR19899,USER,1,1012,3,True,1,WATCH
USR19902,USER,1,392,6,True,1,WATCH
USR19905,USER,1,1615,2,True,1,WATCH
MCH7402,MERCHANT,1,1615,2,True,0,LOW
USR19932,USER,1,125,10,True,1,WATCH
USR19941,USER,1,1616,2,True,1,WATCH
MCH9701,MERCHANT,1,1616,2,True,0,LOW
USR19952,USER,1,670,6,True,1,WATCH
USR19953,USER,1,1617,3,True,1,WATCH
MCH1350,MERCHANT,2,1617,3,True,0,LOW
USR19958,USER,1,1618,3,True,1,WATCH
MCH3385,MERCHANT,2,1618,3,True,0,LOW
USR19961,USER,1,1619,7,True,1,WATCH
MCH7397,MERCHANT,4,1619,7,True,3,ELEVATED_REVIEW
USR19963,USER,1,576,22,True,1,WATCH
MCH7520,MERCHANT,4,576,22,True,0,LOW
USR19965,USER,1,219,10,True,1,WATCH
MCH5882,MERCHANT,2,219,10,True,0,LOW
USR19973,USER,1,1620,11,True,1,WATCH
MCH9126,MERCHANT,8,1620,11,True,0,LOW
USR19974,USER,1,1621,4,True,1,WATCH
MCH1460,MERCHANT,3,1621,4,True,3,ELEVATED_REVIEW
USR19975,USER,1,251,4,True,1,WATCH
USR19979,USER,2,58,15,True,2,WATCH
MCH3796,MERCHANT,3,58,15,True,1,WATCH
USR19989,USER,1,1622,2,True,1,WATCH
MCH6256,MERCHANT,1,1622,2,True,1,WATCH
USR19991,USER,1,1623,7,True,1,WATCH
MCH7129,MERCHANT,3,1623,7,True,0,LOW
USR19994,USER,1,1624,14,True,1,WATCH
MCH6613,MERCHANT,10,1624,14,True,0,LOW
USR19996,USER,2,1572,13,True,1,WATCH
MCH3723,MERCHANT,4,1572,13,True,0,LOW
MCH5205,MERCHANT,5,1572,13,True,0,LOW
USR20001,USER,1,545,6,True,1,WATCH
USR20007,USER,2,1625,6,True,1,WATCH
MCH6541,MERCHANT,2,1625,6,True,0,LOW
MCH7361,MERCHANT,3,1625,6,True,0,LOW
USR20008,USER,1,1626,12,True,1,WATCH
MCH5155,MERCHANT,3,1626,12,True,0,LOW
USR20027,USER,1,1627,4,True,1,WATCH
MCH9740,MERCHANT,3,1627,4,True,0,LOW
USR20031,USER,1,1628,7,True,1,WATCH
MCH2573,MERCHANT,6,1628,7,True,0,LOW
USR20032,USER,1,1629,3,True,1,WATCH
MCH4607,MERCHANT,2,1629,3,True,0,LOW
USR20036,USER,1,1630,9,True,3,ELEVATED_REVIEW
MCH5129,MERCHANT,4,1630,9,True,1,WATCH
USR20038,USER,1,1631,3,True,1,WATCH
MCH7673,MERCHANT,2,1631,3,True,0,LOW
USR20040,USER,1,1370,4,True,1,WATCH
USR20053,USER,1,380,16,True,2,WATCH
USR20059,USER,1,1326,7,True,1,WATCH
USR20065,USER,1,1632,13,True,1,WATCH
MCH5280,MERCHANT,6,1632,13,True,0,LOW
USR20069,USER,1,1633,3,True,1,WATCH
MCH6680,MERCHANT,2,1633,3,True,0,LOW
USR20071,USER,1,1634,4,True,2,WATCH
MCH6669,MERCHANT,2,1634,4,True,0,LOW
USR20074,USER,1,861,7,True,1,WATCH
USR20077,USER,1,995,16,True,1,WATCH
USR20082,USER,1,1635,7,True,1,WATCH
MCH1895,MERCHANT,4,1635,7,True,0,LOW
USR20088,USER,1,1636,4,True,1,WATCH
MCH9782,MERCHANT,3,1636,4,True,4,ELEVATED_REVIEW
USR20089,USER,1,1637,4,True,1,WATCH
MCH1329,MERCHANT,3,1637,4,True,3,ELEVATED_REVIEW
USR20097,USER,3,259,14,True,1,WATCH
MCH1089,MERCHANT,2,259,14,True,4,ELEVATED_REVIEW
MCH5963,MERCHANT,6,259,14,True,4,ELEVATED_REVIEW
USR20098,USER,1,1638,5,True,1,WATCH
MCH1501,MERCHANT,4,1638,5,True,0,LOW
USR20114,USER,1,84,11,True,1,WATCH
USR20118,USER,1,1639,2,True,1,WATCH
MCH9398,MERCHANT,1,1639,2,True,1,WATCH
USR20127,USER,1,511,18,True,1,WATCH
USR20139,USER,1,1640,2,True,1,WATCH
MCH7532,MERCHANT,1,1640,2,True,0,LOW
USR20143,USER,1,1641,4,True,1,WATCH
MCH6411,MERCHANT,3,1641,4,True,3,ELEVATED_REVIEW
USR20144,USER,1,1642,11,True,1,WATCH
MCH1657,MERCHANT,4,1642,11,True,0,LOW
USR20149,USER,1,1643,9,True,1,WATCH
MCH6234,MERCHANT,6,1643,9,True,0,LOW
USR20150,USER,1,1644,2,True,1,WATCH
MCH7686,MERCHANT,1,1644,2,True,0,LOW
USR20157,USER,1,1645,3,True,1,WATCH
MCH4809,MERCHANT,2,1645,3,True,0,LOW
USR20162,USER,1,1646,5,True,1,WATCH
MCH4221,MERCHANT,4,1646,5,True,0,LOW
USR20164,USER,1,28,6,True,1,WATCH
USR20173,USER,1,1297,5,True,1,WATCH
USR20178,USER,1,1647,3,True,1,WATCH
MCH5395,MERCHANT,2,1647,3,True,0,LOW
USR20180,USER,1,1648,6,True,2,WATCH
